"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_utg","ev_call_utg","ev_raise_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_fold_utg","loss_if_call_utg","loss_if_raise_utg","iteration","exploitability"
"As Jh 7d","5s6s","4,41704","1","0","0","0","-0,3503586","-0,7822407","0","F","0","F","1","0","0,3503586","0,7822407","153","0,4856850504875183"
"As Jh 7d","5sKs","10,8293","1","0","0","0","-0,4791203","-1,1282951","0","F","0","F","1","0","0,4791203","1,1282951","153","0,4856850504875183"
"As Jh 7d","6c6d","17,9339","1","0","0","0","-0,086047","-0,9396645","0","F","0","F","1","0","0,086047","0,9396645","153","0,4856850504875183"
"As Jh 7d","6c6h","17,8562","1","0","0","0","-0,0821278","-0,9607986","0","F","0","F","1","0","0,0821278","0,9607986","153","0,4856850504875183"
"As Jh 7d","6c6s","17,6407","1","0","0","0","-0,0937752","-0,983083","0","F","0","F","1","0","0,0937752","0,983083","153","0,4856850504875183"
"As Jh 7d","6c7c","1,38887","0","0,573883","0,426117","0","0,835373","1,00251","0,906592917029","R","1,00251","C","0,573883","1,00251","0,167137","0","153","0,4856850504875183"
"As Jh 7d","6c8c","0,077772","1","0","0","0","-0,6539642","-1,1766087","0","F","0","F","1","0","0,6539642","1,1766087","153","0,4856850504875183"
"As Jh 7d","6cKc","15,3248","1","0","0","0","-1,104858","-2,0100296","0","F","0","F","1","0","1,104858","2,0100296","153","0,4856850504875183"
"As Jh 7d","6cAc","22,5347","0","1","0","0","1,60653","1,12594","1,60653","C","1,60653","C","1","1,60653","0","0,48059","153","0,4856850504875183"
"As Jh 7d","6d6h","15,6634","1","0","0","0","-0,0498863","-0,8940796","0","F","0","F","1","0","0,0498863","0,8940796","153","0,4856850504875183"
"As Jh 7d","6d6s","15,595","1","0","0","0","-0,062455","-0,9149426","0","F","0","F","1","0","0,062455","0,9149426","153","0,4856850504875183"
"As Jh 7d","6d8d","0,029788","1","0","0","0","-0,3555542","-0,6677265","0","F","0","F","1","0","0,3555542","0,6677265","153","0,4856850504875183"
"As Jh 7d","6dKd","15,2909","1","0","0","0","-0,8181648","-1,4192642","0","F","0","F","1","0","0,8181648","1,4192642","153","0,4856850504875183"
"As Jh 7d","6dAd","23,7556","0","1","0","0","2,30012","2,15651","2,30012","C","2,30012","C","1","2,30012","0","0,14361","153","0,4856850504875183"
"As Jh 7d","6h6s","15,1715","1","0","0","0","-0,0563927","-0,9262955","0","F","0","F","1","0","0,0563927","0,9262955","153","0,4856850504875183"
"As Jh 7d","6h7h","1,82657","0","0,356502","0,643498","0","1,3846","1,51599","1,46914920222","R","1,51599","R","0,643498","1,51599","0,13139","0","153","0,4856850504875183"
"As Jh 7d","6h8h","0,013532","1","0","0","0","-0,3311344","-0,6710239","0","F","0","F","1","0","0,3311344","0,6710239","153","0,4856850504875183"
"As Jh 7d","6hKh","15,2676","1","0","0","0","-0,7234566","-1,3690636","0","F","0","F","1","0","0,7234566","1,3690636","153","0,4856850504875183"
"As Jh 7d","6hAh","24,9592","0","1","0","0","2,29059","2,06379","2,29059","C","2,29059","C","1","2,29059","0","0,2268","153","0,4856850504875183"
"As Jh 7d","6s7s","4,72997","0","0,713708","0,286292","0","1,5443","1,55425","1,5471486054","R","1,55425","C","0,713708","1,55425","0,00995000000000013","0","153","0,4856850504875183"
"As Jh 7d","6s8s","0,002873","1","0","0","0","-0,1808464","-0,5415234","0","F","0","F","1","0","0,1808464","0,5415234","153","0,4856850504875183"
"As Jh 7d","6sKs","11,224","1","0","0","0","-0,488969","-1,055109","0","F","0","F","1","0","0,488969","1,055109","153","0,4856850504875183"
"As Jh 7d","7c7h","11,0465","0","0,42402","0,575979","0","13,562","13,5572","13,5592217388","C","13,562","R","0,575979","13,562","0","0,00480000000000125","153","0,4856850504875183"
"As Jh 7d","7c7s","8,8172","0","0,469548","0,530452","0","13,7174","13,6944","13,705199604","C","13,7174","R","0,530452","13,7174","0","0,0230000000000032","153","0,4856850504875183"
"As Jh 7d","7c8c","1,74508","0","0,036785","0,963215","0","0,792036","0,96605","0,95964889501","R","0,96605","R","0,963215","0,96605","0,174014","0","153","0,4856850504875183"
"As Jh 7d","7cKc","0,110338","0","0,716132","0,283868","0","0,648162","0,794229","0,689625747156","R","0,794229","C","0,716132","0,794229","0,146067","0","153","0,4856850504875183"
"As Jh 7d","7cAc","15,5566","0","0,979596","0,020404","0","7,1399","7,13573","7,13981491532","C","7,1399","C","0,979596","7,1399","0","0,00417000000000023","153","0,4856850504875183"
"As Jh 7d","7h7s","9,53951","0","0,677669","0,322331","0","13,6991","13,7153","13,7043217622","R","13,7153","C","0,677669","13,7153","0,0161999999999978","0","153","0,4856850504875183"
"As Jh 7d","7h8h","2,18844","0","0,078931","0,921069","0","1,43164","1,54659","1,53751688155","R","1,54659","R","0,921069","1,54659","0,11495","0","153","0,4856850504875183"
"As Jh 7d","7hKh","1,06975","0","0,579124","0,420876","0","1,40823","1,49611","1,44521658288","R","1,49611","C","0,579124","1,49611","0,08788","0","153","0,4856850504875183"
"As Jh 7d","7hAh","14,0956","0","0,965346","0,034654","0","7,73923","7,73725","7,73916138508","C","7,73923","C","0,965346","7,73923","0","0,00198000000000054","153","0,4856850504875183"
"As Jh 7d","7s8s","3,99221","0","0,37973","0,62027","0","1,60762","1,6326","1,6231143446","R","1,6326","R","0,62027","1,6326","0,02498","0","153","0,4856850504875183"
"As Jh 7d","7sKs","3,63842","0","0,808126","0,191874","0","1,81502","1,82931","1,81776187946","R","1,82931","C","0,808126","1,82931","0,0142899999999999","0","153","0,4856850504875183"
"As Jh 7d","8c8d","31,5822","0,413462","0,586538","0","0","0,0144257","-0,326963","0,0084612212266","C","0,0144257","C","0,586538","0,0144257","0","0,3413887","153","0,4856850504875183"
"As Jh 7d","8c8h","30,4257","0,513219","0,486781","0","0","0,0077732","-0,3663422","0,0037838460692","C","0,0077732","F","0,513219","0,0077732","0","0,3741154","153","0,4856850504875183"
"As Jh 7d","8c8s","31,0862","0,682365","0,317636","0","0","8,54E-05","-0,3483902","2,71261144E-05","C","8,54E-05","F","0,682365","8,54E-05","0","0,3484756","153","0,4856850504875183"
"As Jh 7d","8c9c","0,003242","0","0,17149","0,82851","0","0,326883","0,262856","0,27383599023","C","0,326883","R","0,82851","0,326883","0","0,064027","153","0,4856850504875183"
"As Jh 7d","8cTc","0,041114","0","1","0","0","1,42099","1,38375","1,42099","C","1,42099","C","1","1,42099","0","0,0372399999999999","153","0,4856850504875183"
"As Jh 7d","8cKc","33,1739","1","0","0","0","-1,0181389","-1,7890354","0","F","0","F","1","0","1,0181389","1,7890354","153","0,4856850504875183"
"As Jh 7d","8cAc","22,5168","0","1","0","0","1,82955","1,5817","1,82955","C","1,82955","C","1","1,82955","0","0,24785","153","0,4856850504875183"
"As Jh 7d","8d8h","28,1126","0,02584","0,97416","0","0","0,0424702","-0,2307678","0,041372770032","C","0,0424702","C","0,97416","0,0424702","0","0,273238","153","0,4856850504875183"
"As Jh 7d","8d8s","28,5798","0,372021","0,627979","0","0","0,0339794","-0,2244175","0,0213383496326","C","0,0339794","C","0,627979","0,0339794","0","0,2583969","153","0,4856850504875183"
"As Jh 7d","8d9d","0,673887","0","0","1","0","0,709583","0,790915","0,790915","R","0,790915","R","1","0,790915","0,081332","0","153","0,4856850504875183"
"As Jh 7d","8dTd","0,042203","0","0,555198","0,444802","0","1,76748","1,92257","1,83646434218","R","1,92257","C","0,555198","1,92257","0,15509","0","153","0,4856850504875183"
"As Jh 7d","8dKd","27,2065","1","0","0","0","-0,684798","-1,1008038","0","F","0","F","1","0","0,684798","1,1008038","153","0,4856850504875183"
"As Jh 7d","8dAd","23,8853","0","0,998325","0,001675","0","2,55332","2,54349","2,55330353475","C","2,55332","C","0,998325","2,55332","0","0,00983000000000045","153","0,4856850504875183"
"As Jh 7d","8h8s","30,4218","0,261154","0,738846","0","0","0,0255272","-0,2653774","0,0188606696112","C","0,0255272","C","0,738846","0,0255272","0","0,2909046","153","0,4856850504875183"
"As Jh 7d","8h9h","0,543289","0","0","1","0","0,783036","0,857532","0,857532","R","0,857532","R","1","0,857532","0,074496","0","153","0,4856850504875183"
"As Jh 7d","8hTh","0,040902","0","0,569444","0,430556","0","1,8967","2,06463","1,96900326908","R","2,06463","C","0,569444","2,06463","0,16793","0","153","0,4856850504875183"
"As Jh 7d","8hKh","23,2951","1","0","0","0","-0,5963722","-1,0570938","0","F","0","F","1","0","0,5963722","1,0570938","153","0,4856850504875183"
"As Jh 7d","8hAh","23,7134","0","1","0","0","2,52551","2,46806","2,52551","C","2,52551","C","1","2,52551","0","0,0574499999999998","153","0,4856850504875183"
"As Jh 7d","8s9s","0,989383","0","0,001579","0,998421","0","0,932494","0,949532","0,949505096998","R","0,949532","R","0,998421","0,949532","0,017038","0","153","0,4856850504875183"
"As Jh 7d","8sTs","0,033928","0","0,612825","0,387175","0","2,04238","2,19353","2,10090150125","R","2,19353","C","0,612825","2,19353","0,15115","0","153","0,4856850504875183"
"As Jh 7d","8sKs","16,7936","1","0","0","0","-0,3598","-0,6860874","0","F","0","F","1","0","0,3598","0,6860874","153","0,4856850504875183"
"As Jh 7d","9c9d","30,4087","0,015884","0,984116","0","0","0,0046535","-0,0460011","0,004579583806","C","0,0046535","C","0,984116","0,0046535","0","0,0506546","153","0,4856850504875183"
"As Jh 7d","9c9h","31,1903","0,131683","0,868317","0","0","0,0026146","-0,0374725","0,0022703016282","C","0,0026146","C","0,868317","0,0026146","0","0,0400871","153","0,4856850504875183"
"As Jh 7d","9c9s","33,1809","0,275889","0,724111","0","0","-0,0176773","-0,0543491","-0,0128003273803","F","0","C","0,724111","0","0,0176773","0,0543491","153","0,4856850504875183"
"As Jh 7d","9cTc","20,6628","0","1","0","0","1,25906","1,11473","1,25906","C","1,25906","C","1","1,25906","0","0,14433","153","0,4856850504875183"
"As Jh 7d","9cJc","8,14738","0","0,947654","0,052346","0","0,872947","0,886593","0,873661313516","R","0,886593","C","0,947654","0,886593","0,0136460000000002","0","153","0,4856850504875183"
"As Jh 7d","9cQc","35,9466","1","0","0","0","-0,9486782","-1,7174095","0","F","0","F","1","0","0,9486782","1,7174095","153","0,4856850504875183"
"As Jh 7d","9cKc","36,8513","1","0","0","0","-1,035997","-1,7448143","0","F","0","F","1","0","1,035997","1,7448143","153","0,4856850504875183"
"As Jh 7d","9cAc","22,0472","0","1","0","0","1,756","1,64936","1,756","C","1,756","C","1","1,756","0","0,10664","153","0,4856850504875183"
"As Jh 7d","9d9h","30,3152","0","0,953687","0,046313","0","0,0472221","0,0444767","0,0470949522898","C","0,0472221","C","0,953687","0,0472221","0","0,0027454","153","0,4856850504875183"
"As Jh 7d","9d9s","31,0678","1E-06","0,941161","0,058838","0","0,0223877","0,0158016","0,0220001646605","C","0,0223877","C","0,941161","0,0223877","0","0,0065861","153","0,4856850504875183"
"As Jh 7d","9dTd","17,3348","0","0,881678","0,118322","0","1,61635","1,61754","1,61649080318","R","1,61754","C","0,881678","1,61754","0,00119000000000002","0","153","0,4856850504875183"
"As Jh 7d","9dJd","8,66393","0","0,893228","0,106772","0","1,49433","1,4957","1,49447627764","R","1,4957","C","0,893228","1,4957","0,00136999999999987","0","153","0,4856850504875183"
"As Jh 7d","9dQd","29,0672","1","0","0","0","-0,6340748","-1,2307762","0","F","0","F","1","0","0,6340748","1,2307762","153","0,4856850504875183"
"As Jh 7d","9dKd","24,6211","1","0","0","0","-0,6900585","-1,071067","0","F","0","F","1","0","0,6900585","1,071067","153","0,4856850504875183"
"As Jh 7d","9dAd","24,4027","0","0,971619","0,028381","0","2,49613","2,49425","2,49607664372","C","2,49613","C","0,971619","2,49613","0","0,00187999999999988","153","0,4856850504875183"
"As Jh 7d","9h9s","31,6107","6,9E-05","0,957382","0,04255","0","0,0162094","0,0131474","0,0160780096608","C","0,0162094","C","0,957382","0,0162094","0","0,003062","153","0,4856850504875183"
"As Jh 7d","9hTh","16,4136","0","0,825313","0,174687","0","1,74915","1,75817","1,75072567674","R","1,75817","C","0,825313","1,75817","0,00902000000000047","0","153","0,4856850504875183"
"As Jh 7d","9hQh","24,2015","1","0","0","0","-0,527829","-1,0788692","0","F","0","F","1","0","0,527829","1,0788692","153","0,4856850504875183"
"As Jh 7d","9hKh","22,8448","1","0","0","0","-0,5825806","-0,9884785","0","F","0","F","1","0","0,5825806","0,9884785","153","0,4856850504875183"
"As Jh 7d","9hAh","25,5699","0","0,983928","0,016072","0","2,49764","2,49503","2,49759805208","C","2,49764","C","0,983928","2,49764","0","0,00261000000000022","153","0,4856850504875183"
"As Jh 7d","9sTs","17,1162","0","0,913859","0,086141","0","1,89336","1,88904","1,89298787088","C","1,89336","C","0,913859","1,89336","0","0,00431999999999988","153","0,4856850504875183"
"As Jh 7d","9sJs","11,1002","0","0,999979","2,1E-05","0","1,89122","1,87766","1,89121971524","C","1,89122","C","0,999979","1,89122","0","0,01356","153","0,4856850504875183"
"As Jh 7d","9sQs","20,6676","1","0","0","0","-0,3802944","-0,8232826","0","F","0","F","1","0","0,3802944","0,8232826","153","0,4856850504875183"
"As Jh 7d","9sKs","15,1542","1","0","0","0","-0,3954212","-0,654517","0","F","0","F","1","0","0,3954212","0,654517","153","0,4856850504875183"
"As Jh 7d","TcTd","25,8605","0,576784","0,423216","0","0","0,0167049","-0,2036472","0,0070697809584","C","0,0167049","F","0,576784","0,0167049","0","0,2203521","153","0,4856850504875183"
"As Jh 7d","TcTh","26,4105","0,590703","0,409297","0","0","0,0229847","-0,1690296","0,0094075687559","C","0,0229847","F","0,590703","0,0229847","0","0,1920143","153","0,4856850504875183"
"As Jh 7d","TcTs","26,9986","0,649554","0,350446","0","0","0,0081478","-0,2212715","0,0028553639188","C","0,0081478","F","0,649554","0,0081478","0","0,2294193","153","0,4856850504875183"
"As Jh 7d","TcJc","19,7561","0","0,904383","0,095617","0","0,666627","0,660157","0,66600835801","C","0,666627","C","0,904383","0,666627","0","0,00646999999999998","153","0,4856850504875183"
"As Jh 7d","TcQc","13,2106","0","0,985308","0,014692","0","0,799052","0,798683","0,799046578652","C","0,799052","C","0,985308","0,799052","0","0,000368999999999953","153","0,4856850504875183"
"As Jh 7d","TcQd","0,493063","0","0,994268","0,005732","0","0,841177","0,785677","0,840858874","C","0,841177","C","0,994268","0,841177","0","0,0555000000000001","153","0,4856850504875183"
"As Jh 7d","TcQh","0,400397","0","0,98588","0,01412","0","0,847003","0,814739","0,84654743232","C","0,847003","C","0,98588","0,847003","0","0,032264","153","0,4856850504875183"
"As Jh 7d","TcQs","0,317014","0","0,728424","0,271576","0","0,862187","0,852292","0,85949975548","C","0,862187","C","0,728424","0,862187","0","0,00989499999999999","153","0,4856850504875183"
"As Jh 7d","TcKc","17,3583","0","1","0","0","0,73115","0,654158","0,73115","C","0,73115","C","1","0,73115","0","0,0769919999999999","153","0,4856850504875183"
"As Jh 7d","TcKd","4,41628","0","0,995667","0,004333","0","0,760905","0,760042","0,760901260621","C","0,760905","C","0,995667","0,760905","0","0,000862999999999947","153","0,4856850504875183"
"As Jh 7d","TcKh","5,11221","0","1","0","0","0,761114","0,733723","0,761114","C","0,761114","C","1","0,761114","0","0,0273909999999999","153","0,4856850504875183"
"As Jh 7d","TcKs","4,51648","0","0,905833","0,094167","0","0,77565","0,748303","0,773074815051","C","0,77565","C","0,905833","0,77565","0","0,0273469999999999","153","0,4856850504875183"
"As Jh 7d","TcAc","23,5643","0","0,923617","0,076383","0","1,59763","1,59369","1,59732905098","C","1,59763","C","0,923617","1,59763","0","0,00394000000000005","153","0,4856850504875183"
"As Jh 7d","TcAd","22,4372","0","0,967985","0,032015","0","1,67742","1,67116","1,6772195861","C","1,67742","C","0,967985","1,67742","0","0,00626000000000015","153","0,4856850504875183"
"As Jh 7d","TcAh","21,9801","0","0,980481","0,019519","0","1,59256","1,59006","1,5925112025","C","1,59256","C","0,980481","1,59256","0","0,00249999999999995","153","0,4856850504875183"
"As Jh 7d","TdTh","25,7126","0,514669","0,485331","0","0","0,0400047","-0,1575222","0,0194155210557","C","0,0400047","F","0,514669","0,0400047","0","0,1975269","153","0,4856850504875183"
"As Jh 7d","TdTs","26,3122","0,566279","0,433721","0","0","0,0266872","-0,203899","0,0115747990712","C","0,0266872","F","0,566279","0,0266872","0","0,2305862","153","0,4856850504875183"
"As Jh 7d","TdJd","20,6739","0","0,882774","0,117226","0","1,29699","1,2925","1,29646365526","C","1,29699","C","0,882774","1,29699","0","0,00449000000000011","153","0,4856850504875183"
"As Jh 7d","TdQc","0,031705","0","0,652617","0,347383","0","0,847632","0,852358","0,849273732058","R","0,852358","C","0,652617","0,852358","0,00472600000000012","0","153","0,4856850504875183"
"As Jh 7d","TdQd","12,4662","0","0,716638","0,283362","0","1,23888","1,19901","1,22758235706","C","1,23888","C","0,716638","1,23888","0","0,0398700000000001","153","0,4856850504875183"
"As Jh 7d","TdQh","0,032107","0","0,836704","0,163296","0","0,910593","0,866426","0,903380705568","C","0,910593","C","0,836704","0,910593","0","0,0441670000000001","153","0,4856850504875183"
"As Jh 7d","TdQs","0,019911","0","0,692881","0,307119","0","0,930484","0,899122","0,920852133922","C","0,930484","C","0,692881","0,930484","0","0,0313620000000001","153","0,4856850504875183"
"As Jh 7d","TdKc","4,32876","0","0,999873","0,000127","0","0,764179","0,670516","0,764167104799","C","0,764179","C","0,999873","0,764179","0","0,0936630000000001","153","0,4856850504875183"
"As Jh 7d","TdKd","15,8664","0","0,878509","0,121491","0","1,15899","1,17297","1,16068844418","R","1,17297","C","0,878509","1,17297","0,0139799999999999","0","153","0,4856850504875183"
"As Jh 7d","TdKh","4,6742","0","0,994653","0,005347","0","0,809933","0,773167","0,809736412198","C","0,809933","C","0,994653","0,809933","0","0,036766","153","0,4856850504875183"
"As Jh 7d","TdKs","4,3356","0","0,839119","0,160881","0","0,825669","0,782938","0,818794393989","C","0,825669","C","0,839119","0,825669","0","0,0427310000000002","153","0,4856850504875183"
"As Jh 7d","TdAc","20,9362","0","0,99971","0,00029","0","1,59584","1,55644","1,595828574","C","1,59584","C","0,99971","1,59584","0","0,0394000000000001","153","0,4856850504875183"
"As Jh 7d","TdAd","21,3315","0","0,909033","0,090967","0","2,31382","2,31615","2,31403195311","R","2,31615","C","0,909033","2,31615","0,00232999999999972","0","153","0,4856850504875183"
"As Jh 7d","TdAh","19,2422","0","0,999995","5E-06","0","1,5926","1,53202","1,5925996971","C","1,5926","C","0,999995","1,5926","0","0,0605800000000001","153","0,4856850504875183"
"As Jh 7d","ThTs","26,4976","0,5602","0,4398","0","0","0,0337273","-0,1730328","0,01483326654","C","0,0337273","F","0,5602","0,0337273","0","0,2067601","153","0,4856850504875183"
"As Jh 7d","ThQc","0,047839","0","0,642572","0,357428","0","0,884065","0,880951","0,882951969208","C","0,884065","C","0,642572","0,884065","0","0,00311400000000006","153","0,4856850504875183"
"As Jh 7d","ThQd","0,072279","0","0,941407","0,058593","0","0,947815","0,865748","0,943006448269","C","0,947815","C","0,941407","0,947815","0","0,082067","153","0,4856850504875183"
"As Jh 7d","ThQh","12,2684","0","0,662836","0,337164","0","1,40857","1,41869","1,41198209968","R","1,41869","C","0,662836","1,41869","0,0101200000000001","0","153","0,4856850504875183"
"As Jh 7d","ThQs","0,009327","0","0,65214","0,34786","0","0,966835","0,942045","0,9582115506","C","0,966835","C","0,65214","0,966835","0","0,02479","153","0,4856850504875183"
"As Jh 7d","ThKc","4,11285","0","0,99973","0,00027","0","0,789989","0,689492","0,78996186581","C","0,789989","C","0,99973","0,789989","0","0,100497","153","0,4856850504875183"
"As Jh 7d","ThKd","4,21104","0","0,957404","0,042596","0","0,839318","0,800912","0,837682058024","C","0,839318","C","0,957404","0,839318","0","0,0384059999999999","153","0,4856850504875183"
"As Jh 7d","ThKh","17,4304","0","0,841306","0,158694","0","1,29241","1,30274","1,29404930902","R","1,30274","C","0,841306","1,30274","0,0103300000000002","0","153","0,4856850504875183"
"As Jh 7d","ThKs","4,19534","0","0,823121","0,176879","0","0,852598","0,80433","0,844060404428","C","0,852598","C","0,823121","0,852598","0","0,0482680000000001","153","0,4856850504875183"
"As Jh 7d","ThAc","21,155","0","0,999879","0,000121","0","1,6608","1,65164","1,66079889164","C","1,6608","C","0,999879","1,6608","0","0,00916000000000006","153","0,4856850504875183"
"As Jh 7d","ThAd","20,4324","0","0,999994","6E-06","0","1,74093","1,72416","1,74092989938","C","1,74093","C","0,999994","1,74093","0","0,0167700000000002","153","0,4856850504875183"
"As Jh 7d","ThAh","22,1176","0","0,900412","0,099588","0","2,3905","2,39646","2,39109354448","R","2,39646","C","0,900412","2,39646","0,00595999999999997","0","153","0,4856850504875183"
"As Jh 7d","TsJs","23,5272","0","0,933692","0,066308","0","1,70831","1,70284","1,70794729524","C","1,70831","C","0,933692","1,70831","0","0,00547000000000009","153","0,4856850504875183"
"As Jh 7d","TsQc","0,022667","0","0,427897","0,572103","0","0,815203","0,845063","0,83228599558","R","0,845063","R","0,572103","0,845063","0,02986","0","153","0,4856850504875183"
"As Jh 7d","TsQd","0,046893","0","0,647423","0,352577","0","0,880247","0,829114","0,862218680259","C","0,880247","C","0,647423","0,880247","0","0,051133","153","0,4856850504875183"
"As Jh 7d","TsQh","0,0206","0","0,564187","0,435813","0","0,8841","0,864578","0,875592058614","C","0,8841","C","0,564187","0,8841","0","0,0195219999999998","153","0,4856850504875183"
"As Jh 7d","TsQs","14,5535","0","0,70255","0,29745","0","1,59109","1,59488","1,5922173355","R","1,59488","C","0,70255","1,59488","0,00379000000000018","0","153","0,4856850504875183"
"As Jh 7d","TsKc","2,86674","0","0,99246","0,00754","0","0,737286","0,657113","0,73668149558","C","0,737286","C","0,99246","0,737286","0","0,0801729999999999","153","0,4856850504875183"
"As Jh 7d","TsKd","3,19301","0","0,766329","0,233671","0","0,782661","0,752225","0,775548989444","C","0,782661","C","0,766329","0,782661","0","0,030436","153","0,4856850504875183"
"As Jh 7d","TsKh","3,38515","0","0,875673","0,124327","0","0,783358","0,740518","0,77803183132","C","0,783358","C","0,875673","0,783358","0","0,04284","153","0,4856850504875183"
"As Jh 7d","TsKs","19,5008","0","0,891127","0,108873","0","1,557","1,57043","1,55846216439","R","1,57043","C","0,891127","1,57043","0,0134300000000001","0","153","0,4856850504875183"
"As Jh 7d","TsAc","22,177","0","0,964586","0,035414","0","1,6141","1,61204","1,61402704716","C","1,6141","C","0,964586","1,6141","0","0,00205999999999995","153","0,4856850504875183"
"As Jh 7d","TsAd","21,6383","0","0,98941","0,01059","0","1,70016","1,69654","1,7001216642","C","1,70016","C","0,98941","1,70016","0","0,00361999999999996","153","0,4856850504875183"
"As Jh 7d","TsAh","20,6989","0","0,995747","0,004253","0","1,61204","1,60634","1,6120157579","C","1,61204","C","0,995747","1,61204","0","0,00569999999999982","153","0,4856850504875183"
"As Jh 7d","JcJd","11,9713","0","0,663945","0,336055","0","20,1246","20,1151","20,1214074775","C","20,1246","C","0,663945","20,1246","0","0,00949999999999918","153","0,4856850504875183"
"As Jh 7d","JcJs","11,465","0","0,726174","0,273826","0","20,235","20,2219","20,2314128794","C","20,235","C","0,726174","20,235","0","0,0131000000000014","153","0,4856850504875183"
"As Jh 7d","JcQc","18,1791","0","0,99995","5E-05","0","0,593725","0,549152","0,59372277135","C","0,593725","C","0,99995","0,593725","0","0,0445729999999999","153","0,4856850504875183"
"As Jh 7d","JcQd","10,0455","0","0,991991","0,008008","0","0,641277","0,633052","0,641210492923","C","0,641277","C","0,991991","0,641277","0","0,00822500000000004","153","0,4856850504875183"
"As Jh 7d","JcQh","10,166","0","0,992214","0,007786","0","0,645423","0,639033","0,64537324746","C","0,645423","C","0,992214","0,645423","0","0,00639000000000001","153","0,4856850504875183"
"As Jh 7d","JcQs","9,55388","0","0,980779","0,019221","0","0,659167","0,657929","0,659143204402","C","0,659167","C","0,980779","0,659167","0","0,00123799999999996","153","0,4856850504875183"
"As Jh 7d","JcKc","17,7913","0","0,956938","0,043062","0","0,798106","0,799302","0,798157502152","R","0,799302","C","0,956938","0,799302","0,00119599999999997","0","153","0,4856850504875183"
"As Jh 7d","JcKd","17,8333","0","0,998735","0,001265","0","0,837746","0,816644","0,83771930597","C","0,837746","C","0,998735","0,837746","0","0,021102","153","0,4856850504875183"
"As Jh 7d","JcKh","17,5769","0","0,975603","0,024397","0","0,856349","0,852303","0,856250289738","C","0,856349","C","0,975603","0,856349","0","0,00404599999999999","153","0,4856850504875183"
"As Jh 7d","JcKs","17,1265","0","0,973614","0,026386","0","0,842425","0,83627","0,84226259417","C","0,842425","C","0,973614","0,842425","0","0,00615500000000002","153","0,4856850504875183"
"As Jh 7d","JcAc","15,1326","0","0,950451","0,049549","0","9,51324","9,50001","9,51258446673","C","9,51324","C","0,950451","9,51324","0","0,0132300000000001","153","0,4856850504875183"
"As Jh 7d","JcAd","15,2325","0","0,999615","0,000385","0","9,73625","9,71913","9,7362434088","C","9,73625","C","0,999615","9,73625","0","0,0171200000000002","153","0,4856850504875183"
"As Jh 7d","JcAh","13,9862","0","0,953531","0,046469","0","9,56843","9,55976","9,56802711377","C","9,56843","C","0,953531","9,56843","0","0,00866999999999862","153","0,4856850504875183"
"As Jh 7d","JdJs","11,5301","0","0,744819","0,255181","0","20,3446","20,3041","20,3342651695","C","20,3446","C","0,744819","20,3446","0","0,0405000000000015","153","0,4856850504875183"
"As Jh 7d","JdQc","10,2098","0","0,999847","0,000153","0","0,625963","0,612759","0,625960979788","C","0,625963","C","0,999847","0,625963","0","0,013204","153","0,4856850504875183"
"As Jh 7d","JdQd","18,6144","0","0,986023","0,013977","0","1,28076","1,27859","1,28072966991","C","1,28076","C","0,986023","1,28076","0","0,00217000000000023","153","0,4856850504875183"
"As Jh 7d","JdQh","10,1151","0","0,995065","0,004935","0","0,67217","0,66612","0,67214014325","C","0,67217","C","0,995065","0,67217","0","0,00605","153","0,4856850504875183"
"As Jh 7d","JdQs","9,40459","0","0,980014","0,019986","0","0,68909","0,671894","0,688746320744","C","0,68909","C","0,980014","0,68909","0","0,017196","153","0,4856850504875183"
"As Jh 7d","JdKc","17,8506","0","0,999995","5E-06","0","0,806811","0,787215","0,80681090202","C","0,806811","C","0,999995","0,806811","0","0,0195960000000001","153","0,4856850504875183"
"As Jh 7d","JdKd","18,1712","0","0,954588","0,045412","0","1,48556","1,4876","1,48565264048","R","1,4876","C","0,954588","1,4876","0,00204000000000004","0","153","0,4856850504875183"
"As Jh 7d","JdKh","17,476","0","0,977626","0,022374","0","0,878558","0,868696","0,878337347612","C","0,878558","C","0,977626","0,878558","0","0,00986200000000004","153","0,4856850504875183"
"As Jh 7d","JdKs","17,095","0","0,963095","0,036905","0","0,860954","0,85918","0,86088853053","C","0,860954","C","0,963095","0,860954","0","0,00177400000000016","153","0,4856850504875183"
"As Jh 7d","JdAc","15,7957","0","1","0","0","9,57328","9,54081","9,57328","C","9,57328","C","1","9,57328","0","0,03247","153","0,4856850504875183"
"As Jh 7d","JdAd","12,6984","0","0,90472","0,09528","0","10,3357","10,3275","10,334918704","C","10,3357","C","0,90472","10,3357","0","0,00819999999999865","153","0,4856850504875183"
"As Jh 7d","JdAh","15,644","0","1","0","0","9,56019","9,52611","9,56019","C","9,56019","C","1","9,56019","0","0,0340800000000012","153","0,4856850504875183"
"As Jh 7d","JsQc","11,6138","0","0,98422","0,01578","0","0,547592","0,537861","0,54743844482","C","0,547592","C","0,98422","0,547592","0","0,00973100000000005","153","0,4856850504875183"
"As Jh 7d","JsQd","10,0611","1E-06","0,995378","0,004621","0","0,592424","0,587334","0,592399886686","C","0,592424","C","0,995378","0,592424","0","0,00509000000000004","153","0,4856850504875183"
