"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_btn","ev_call_btn","ev_raise_btn","mixed_ev_btn","best_ev_action","best_ev_btn","highest_frequency_action","highest_frequency","loss_if_fold_btn","loss_if_call_btn","loss_if_raise_btn","iteration","exploitability"
"Ks Th 6d","9hAh","59,3681","0,603206","0,396794","0","0","0,0238403","-0,0557861","0,0094596879982","C","0,0238403","F","0,603206","0,0238403","0","0,0796264","160","0,4792051911354065"
"Ks Th 6d","9sTs","63,7587","0","0,936662","0,063338","0","2,17777","2,17746","2,17775036522","C","2,17777","C","0,936662","2,17777","0","0,00030999999999981","160","0,4792051911354065"
"Ks Th 6d","9sJs","13,6416","0","0,083207","0,916793","0","1,45105","1,45139","1,45136170962","R","1,45139","R","0,916793","1,45139","0,000340000000000007","0","160","0,4792051911354065"
"Ks Th 6d","9sAs","59,2761","0,672296","0,327704","0","0","0,0112343","-0,044236","0,0036815250472","C","0,0112343","F","0,672296","0,0112343","0","0,0554703","160","0,4792051911354065"
"Ks Th 6d","TcTd","94,3963","0","0,735212","0,264788","0","18,0549","18,0868","18,0633467372","R","18,0868","C","0,735212","18,0868","0,0319000000000003","0","160","0,4792051911354065"
"Ks Th 6d","TcTs","95,0922","0","0,69159","0,30841","0","18,5341","18,5467","18,537985966","R","18,5467","C","0,69159","18,5467","0,0125999999999991","0","160","0,4792051911354065"
"Ks Th 6d","TcJc","75,7396","0","0,955976","0,044024","0","1,14589","1,14761","1,14596572128","R","1,14761","C","0,955976","1,14761","0,00171999999999994","0","160","0,4792051911354065"
"Ks Th 6d","TcQc","49,0969","0","0,954887","0,045113","0","1,28468","1,27982","1,28446075082","C","1,28468","C","0,954887","1,28468","0","0,00486000000000009","160","0,4792051911354065"
"Ks Th 6d","TcKc","80,8009","0","0,683988","0,316012","0","12,814","12,8291","12,8187717812","R","12,8291","C","0,683988","12,8291","0,0151000000000021","0","160","0,4792051911354065"
"Ks Th 6d","TcAc","94,9297","0","0,944548","0,055452","0","1,80451","1,79908","1,80420889564","C","1,80451","C","0,944548","1,80451","0","0,00543000000000005","160","0,4792051911354065"
"Ks Th 6d","TdTs","94,8802","0","0,736384","0,263616","0","18,3809","18,4028","18,3866731904","R","18,4028","C","0,736384","18,4028","0,0218999999999987","0","160","0,4792051911354065"
"Ks Th 6d","TdJd","75,1146","0","0,945553","0,054447","0","1,97818","1,97141","1,97781139381","C","1,97818","C","0,945553","1,97818","0","0,00677000000000016","160","0,4792051911354065"
"Ks Th 6d","TdQd","48,7024","0","0,946092","0,053908","0","2,14558","2,14394","2,14549159088","C","2,14558","C","0,946092","2,14558","0","0,00164000000000009","160","0,4792051911354065"
"Ks Th 6d","TdKd","80,5562","0","0,721003","0,278997","0","13,3179","13,3265","13,3202993742","R","13,3265","C","0,721003","13,3265","0,0085999999999995","0","160","0,4792051911354065"
"Ks Th 6d","TdAd","92,2354","0","0,947497","0,052503","0","2,71539","2,70949","2,7150802323","C","2,71539","C","0,947497","2,71539","0","0,00590000000000046","160","0,4792051911354065"
"Ks Th 6d","TsJs","75,7865","0","0,96279","0,03721","0","2,02944","2,02181","2,0291560877","C","2,02944","C","0,96279","2,02944","0","0,00763000000000025","160","0,4792051911354065"
"Ks Th 6d","TsQs","49,2495","0","0,99911","0,00089","0","2,20572","2,18084","2,2056978568","C","2,20572","C","0,99911","2,20572","0","0,0248800000000005","160","0,4792051911354065"
"Ks Th 6d","TsAs","92,3345","0","0,944629","0,055371","0","2,63538","2,63234","2,63521167216","C","2,63538","C","0,944629","2,63538","0","0,00303999999999993","160","0,4792051911354065"
"Ks Th 6d","JcJd","74,0447","0","1","0","0","0,941028","0,825599","0,941028","C","0,941028","C","1","0,941028","0","0,115429","160","0,4792051911354065"
"Ks Th 6d","JcJh","74,4581","0","1","0","0","0,987465","0,954223","0,987465","C","0,987465","C","1","0,987465","0","0,033242","160","0,4792051911354065"
"Ks Th 6d","JcJs","74,1822","0","1","0","0","0,927531","0,803244","0,927531","C","0,927531","C","1","0,927531","0","0,124287","160","0,4792051911354065"
"Ks Th 6d","JcQc","53,8697","0","0,935158","0,064842","0","4,50021","4,49364","4,49978398806","C","4,50021","C","0,935158","4,50021","0","0,00656999999999996","160","0,4792051911354065"
"Ks Th 6d","JcKc","87,9726","0","0,885098","0,114902","0","3,84416","3,84837","3,84464373742","R","3,84837","C","0,885098","3,84837","0,00421000000000005","0","160","0,4792051911354065"
"Ks Th 6d","JcAc","91,9543","0","0,974977","0,025023","0","1,18051","1,17807","1,18044894388","C","1,18051","C","0,974977","1,18051","0","0,00244","160","0,4792051911354065"
"Ks Th 6d","JcAd","21,608","0","0,999996","4E-06","0","1,11953","1,07231","1,11952981112","C","1,11953","C","0,999996","1,11953","0","0,0472199999999998","160","0,4792051911354065"
"Ks Th 6d","JcAh","21,5185","0","0,976989","0,023011","0","1,07729","1,06768","1,07706886429","C","1,07729","C","0,976989","1,07729","0","0,00961000000000012","160","0,4792051911354065"
"Ks Th 6d","JcAs","21,4555","0","1","0","0","1,12919","1,08052","1,12919","C","1,12919","C","1","1,12919","0","0,04867","160","0,4792051911354065"
"Ks Th 6d","JdJh","74,0341","0","0,959426","0,040574","0","1,03515","1,0211","1,0345799353","C","1,03515","C","0,959426","1,03515","0","0,0140499999999999","160","0,4792051911354065"
"Ks Th 6d","JdJs","73,753","0","0,95023","0,04977","0","0,97796","0,980634","0,97809308498","R","0,980634","C","0,95023","0,980634","0,00267399999999995","0","160","0,4792051911354065"
"Ks Th 6d","JdQd","53,4277","0","0,85907","0,14093","0","5,1329","5,13529","5,1332368227","R","5,13529","C","0,85907","5,13529","0,00238999999999923","0","160","0,4792051911354065"
"Ks Th 6d","JdKd","87,4869","0","0,890129","0,109871","0","4,64838","4,65503","4,64911064215","R","4,65503","C","0,890129","4,65503","0,0066499999999996","0","160","0,4792051911354065"
"Ks Th 6d","JdAc","22,0607","0","0,999472","0,000528","0","1,29295","1,28569","1,29294616672","C","1,29295","C","0,999472","1,29295","0","0,00726000000000004","160","0,4792051911354065"
"Ks Th 6d","JdAd","89,0263","0","0,899523","0,100477","0","1,84809","1,84865","1,84814626712","R","1,84865","C","0,899523","1,84865","0,000560000000000116","0","160","0,4792051911354065"
"Ks Th 6d","JdAh","21,393","0","0,98816","0,01184","0","1,15971","1,15276","1,159627712","C","1,15971","C","0,98816","1,15971","0","0,00695000000000001","160","0,4792051911354065"
"Ks Th 6d","JdAs","21,3347","0","0,976719","0,023281","0","1,21819","1,20147","1,21780074168","C","1,21819","C","0,976719","1,21819","0","0,0167200000000001","160","0,4792051911354065"
"Ks Th 6d","JhJs","74,1649","0","0,956931","0,043069","0","1,02654","1,02503","1,02647496581","C","1,02654","C","0,956931","1,02654","0","0,00151000000000012","160","0,4792051911354065"
"Ks Th 6d","JhQh","54,1005","0","0,812889","0,187111","0","5,22504","5,22627","5,22527014653","R","5,22627","C","0,812889","5,22627","0,00123000000000051","0","160","0,4792051911354065"
"Ks Th 6d","JhKh","88,33","0","0,922401","0,077599","0","4,7175","4,7163","4,7174068812","C","4,7175","C","0,922401","4,7175","0","0,00119999999999987","160","0,4792051911354065"
"Ks Th 6d","JhAc","22,1996","0","0,979194","0,020806","0","1,28223","1,28157","1,28221626804","C","1,28223","C","0,979194","1,28223","0","0,000660000000000105","160","0,4792051911354065"
"Ks Th 6d","JhAd","21,6022","0","0,990731","0,009269","0","1,19414","1,17218","1,19393645276","C","1,19414","C","0,990731","1,19414","0","0,02196","160","0,4792051911354065"
"Ks Th 6d","JhAh","89,1862","0","0,9187","0,0813","0","1,89724","1,89429","1,897000165","C","1,89724","C","0,9187","1,89724","0","0,00294999999999979","160","0,4792051911354065"
"Ks Th 6d","JhAs","21,4567","0","0,972543","0,027457","0","1,20958","1,1989","1,20928675924","C","1,20958","C","0,972543","1,20958","0","0,01068","160","0,4792051911354065"
"Ks Th 6d","JsQs","53,7585","0","0,887065","0,112935","0","5,2008","5,19907","5,20060462245","C","5,2008","C","0,887065","5,2008","0","0,00173000000000023","160","0,4792051911354065"
"Ks Th 6d","JsAc","22,1087","0","0,983084","0,016916","0","1,25777","1,25311","1,25769117144","C","1,25777","C","0,983084","1,25777","0","0,00466000000000011","160","0,4792051911354065"
"Ks Th 6d","JsAd","21,5262","0","0,995268","0,004732","0","1,16365","1,13928","1,16353468116","C","1,16365","C","0,995268","1,16365","0","0,0243700000000002","160","0,4792051911354065"
"Ks Th 6d","JsAh","21,4448","0","0,98852","0,01148","0","1,12556","1,12165","1,1255151132","C","1,12556","C","0,98852","1,12556","0","0,00390999999999986","160","0,4792051911354065"
"Ks Th 6d","JsAs","88,5842","0","0,90118","0,09882","0","1,85248","1,85364","1,8525946312","R","1,85364","C","0,90118","1,85364","0,00116000000000005","0","160","0,4792051911354065"
"Ks Th 6d","QcQd","31,0886","0","1","0","0","1,73708","1,40491","1,73708","C","1,73708","C","1","1,73708","0","0,33217","160","0,4792051911354065"
"Ks Th 6d","QcQh","31,297","0","1","0","0","1,78816","1,50607","1,78816","C","1,78816","C","1","1,78816","0","0,28209","160","0,4792051911354065"
"Ks Th 6d","QcQs","31,2125","0","1","0","0","1,72958","1,24661","1,72958","C","1,72958","C","1","1,72958","0","0,48297","160","0,4792051911354065"
"Ks Th 6d","QcKc","81,4368","0","0,991538","0,008462","0","4,67252","4,67059","4,67250366834","C","4,67252","C","0,991538","4,67252","0","0,00193000000000065","160","0,4792051911354065"
"Ks Th 6d","QcKd","39,5033","0","1","0","0","4,77587","4,72203","4,77587","C","4,77587","C","1","4,77587","0","0,0538399999999992","160","0,4792051911354065"
"Ks Th 6d","QcKh","39,6765","0","1","0","0","4,78535","4,59412","4,78535","C","4,78535","C","1","4,78535","0","0,191229999999999","160","0,4792051911354065"
"Ks Th 6d","QcAc","21,6535","0","0,999138","0,000862","0","1,15001","1,1045","1,14997077038","C","1,15001","C","0,999138","1,15001","0","0,0455099999999999","160","0,4792051911354065"
"Ks Th 6d","QcAd","82,5817","0","0,91762","0,08238","0","1,03487","1,03933","1,0352374148","R","1,03933","C","0,91762","1,03933","0,00446000000000013","0","160","0,4792051911354065"
"Ks Th 6d","QcAh","82,1948","0","0,939625","0,060375","0","0,995061","0,999362","0,995320672875","R","0,999362","C","0,939625","0,999362","0,004301","0","160","0,4792051911354065"
"Ks Th 6d","QcAs","82,028","0","0,935884","0,064116","0","1,05561","1,05737","1,05572284416","R","1,05737","C","0,935884","1,05737","0,00175999999999998","0","160","0,4792051911354065"
"Ks Th 6d","QdQh","31,1648","0","1","0","0","1,84661","1,5745","1,84661","C","1,84661","C","1","1,84661","0","0,27211","160","0,4792051911354065"
"Ks Th 6d","QdQs","31,0769","0","1","0","0","1,78499","1,31368","1,78499","C","1,78499","C","1","1,78499","0","0,47131","160","0,4792051911354065"
"Ks Th 6d","QdKc","39,3514","0","0,9603","0,0397","0","4,74511","4,73327","4,744639952","C","4,74511","C","0,9603","4,74511","0","0,0118399999999994","160","0,4792051911354065"
"Ks Th 6d","QdKd","81,1256","0","0,971432","0,028568","0","5,44184","5,44694","5,4419856968","R","5,44694","C","0,971432","5,44694","0,00509999999999966","0","160","0,4792051911354065"
"Ks Th 6d","QdKh","39,507","0","1","0","0","4,83758","4,61166","4,83758","C","4,83758","C","1","4,83758","0","0,22592","160","0,4792051911354065"
"Ks Th 6d","QdAc","84,5359","0","0,859465","0,140536","0","1,18384","1,1903","1,1847490464","R","1,1903","C","0,859465","1,1903","0,00646000000000013","0","160","0,4792051911354065"
"Ks Th 6d","QdAd","20,9397","0","0,704183","0,295817","0","1,93476","1,91066","1,9276308103","C","1,93476","C","0,704183","1,93476","0","0,0241","160","0,4792051911354065"
"Ks Th 6d","QdAh","81,8256","0","0,83389","0,16611","0","1,04833","1,06227","1,0506455734","R","1,06227","C","0,83389","1,06227","0,0139400000000001","0","160","0,4792051911354065"
"Ks Th 6d","QdAs","81,6679","0","0,908532","0,091468","0","1,10947","1,12105","1,11052919944","R","1,12105","C","0,908532","1,12105","0,0115799999999999","0","160","0,4792051911354065"
"Ks Th 6d","QhQs","31,2864","0","1","0","0","1,83963","1,42481","1,83963","C","1,83963","C","1","1,83963","0","0,41482","160","0,4792051911354065"
"Ks Th 6d","QhKc","39,6194","0","0,93073","0,06927","0","4,77542","4,77918","4,7756804552","R","4,77918","C","0,93073","4,77918","0,00376000000000065","0","160","0,4792051911354065"
"Ks Th 6d","QhKd","39,597","0","1","0","0","4,85884","4,81007","4,85884","C","4,85884","C","1","4,85884","0","0,0487699999999993","160","0,4792051911354065"
"Ks Th 6d","QhKh","81,9429","0","0,957805","0,042195","0","5,54608","5,54611","5,54608126585","R","5,54611","C","0,957805","5,54611","3,00000000006406E-05","0","160","0,4792051911354065"
"Ks Th 6d","QhAc","85,0871","0","0,834814","0,165186","0","1,1625","1,16891","1,16355884226","R","1,16891","C","0,834814","1,16891","0,0064099999999998","0","160","0,4792051911354065"
"Ks Th 6d","QhAd","82,7726","0","0,892297","0,107703","0","1,06591","1,07442","1,06682655253","R","1,07442","C","0,892297","1,07442","0,0085099999999998","0","160","0,4792051911354065"
"Ks Th 6d","QhAh","20,9985","0","0,894131","0,105869","0","1,95691","1,95387","1,95658815824","C","1,95691","C","0,894131","1,95691","0","0,00304000000000015","160","0,4792051911354065"
"Ks Th 6d","QhAs","82,2168","0","0,874196","0,125804","0","1,08674","1,09771","1,08812006988","R","1,09771","C","0,874196","1,09771","0,0109699999999999","0","160","0,4792051911354065"
"Ks Th 6d","QsKc","39,5083","0","1","0","0","4,79334","4,7481","4,79334","C","4,79334","C","1","4,79334","0","0,0452399999999997","160","0,4792051911354065"
"Ks Th 6d","QsKd","39,4841","0","1","0","0","4,87823","4,74574","4,87823","C","4,87823","C","1","4,87823","0","0,132490000000001","160","0,4792051911354065"
"Ks Th 6d","QsKh","39,6598","0","1","0","0","4,88937","4,61744","4,88937","C","4,88937","C","1","4,88937","0","0,27193","160","0,4792051911354065"
"Ks Th 6d","QsAc","84,8546","0","0,871499","0,128501","0","1,15561","1,16444","1,15674466383","R","1,16444","C","0,871499","1,16444","0,00882999999999989","0","160","0,4792051911354065"
"Ks Th 6d","QsAd","82,5468","0","0,919686","0,080314","0","1,05822","1,06819","1,05902073058","R","1,06819","C","0,919686","1,06819","0,00997000000000003","0","160","0,4792051911354065"
"Ks Th 6d","QsAh","82,149","0","0,846272","0,153728","0","1,01954","1,0337","1,02171678848","R","1,0337","C","0,846272","1,0337","0,0141600000000002","0","160","0,4792051911354065"
"Ks Th 6d","QsAs","20,8936","0","0,741611","0,258389","0","1,93825","1,91543","1,93235356302","C","1,93825","C","0,741611","1,93825","0","0,0228200000000001","160","0,4792051911354065"
"Ks Th 6d","KcAd","24,0565","0","1","0","0","7,83675","7,42039","7,83675","C","7,83675","C","1","7,83675","0","0,41636","160","0,4792051911354065"
"Ks Th 6d","KcAh","23,9679","0","1","0","0","8,03957","7,62153","8,03957","C","8,03957","C","1","8,03957","0","0,418040000000001","160","0,4792051911354065"
"Ks Th 6d","KcAs","23,901","0","1","0","0","7,67381","7,29613","7,67381","C","7,67381","C","1","7,67381","0","0,377680000000001","160","0,4792051911354065"
"Ks Th 6d","KdAc","24,703","0","1","0","0","7,85069","7,25036","7,85069","C","7,85069","C","1","7,85069","0","0,60033","160","0,4792051911354065"
"Ks Th 6d","KdAh","23,9454","0","1","0","0","8,0839","7,48265","8,0839","C","8,0839","C","1","8,0839","0","0,60125","160","0,4792051911354065"
"Ks Th 6d","KdAs","23,88","0","1","0","0","7,7204","7,13612","7,7204","C","7,7204","C","1","7,7204","0","0,58428","160","0,4792051911354065"
"Ks Th 6d","KhAc","24,8021","0","1","0","0","8,00131","7,44977","8,00131","C","8,00131","C","1","8,00131","0","0,551540000000001","160","0,4792051911354065"
"Ks Th 6d","KhAd","24,1389","0","1","0","0","8,03373","7,46459","8,03373","C","8,03373","C","1","8,03373","0","0,569140000000001","160","0,4792051911354065"
"Ks Th 6d","KhAs","23,9751","0","1","0","0","7,87251","7,33538","7,87251","C","7,87251","C","1","7,87251","0","0,537129999999999","160","0,4792051911354065"
"Ks Th 5d","2c2d","51,1798","0,300111","0,276381","0,423508","0","-0,0119076","0,01493","0,0030319400444","R","0,01493","R","0,423508","0,01493","0,0268376","0","160","0,49377331137657166"
"Ks Th 5d","2c2h","51,1792","0,359335","0,236585","0,40408","0","-0,0188431","0,0056709","-0,0021664975415","R","0,0056709","R","0,40408","0,0056709","0,024514","0","160","0,49377331137657166"
"Ks Th 5d","2c2s","51,1793","0,398851","0,241091","0,360058","0","-0,0198418","-0,0030365","-0,0058769955208","F","0","F","0,398851","0","0,0198418","0,0030365","160","0,49377331137657166"
"Ks Th 5d","2cAc","11,0476","0,999963","0","3,7E-05","0","-0,5994526","-0,125301","-4,636137E-06","F","0","F","0,999963","0","0,5994526","0,125301","160","0,49377331137657166"
"Ks Th 5d","2d2h","50,9011","0,055196","0,816478","0,128326","0","0,0121326","0,0055176","0,0106140525204","C","0,0121326","C","0,816478","0,0121326","0","0,006615","160","0,49377331137657166"
"Ks Th 5d","2d2s","50,9012","0,105431","0,83102","0,063549","0","0,0111824","-0,0025692","0,0091295279572","C","0,0111824","C","0,83102","0,0111824","0","0,0137516","160","0,49377331137657166"
"Ks Th 5d","2dAd","10,7156","0,341901","0,393379","0,26472","0","0,0216381","0,0229374","0,0145839626679","R","0,0229374","C","0,393379","0,0229374","0,0012993","0","160","0,49377331137657166"
"Ks Th 5d","2h2s","50,9007","0,202051","0,738221","0,059729","0","0,0045929","-0,0119553","0,0026764971172","C","0,0045929","C","0,738221","0,0045929","0","0,0165482","160","0,49377331137657166"
"Ks Th 5d","2hAh","10,711","0,485019","0,232287","0,282694","0","0,0268509","0,0181721","0,0113742586457","C","0,0268509","F","0,485019","0,0268509","0","0,0086788","160","0,49377331137657166"
"Ks Th 5d","2sAs","10,6767","0,533058","0,122077","0,344865","0","0,0123905","0,0168633","0,007328157023","R","0,0168633","F","0,533058","0,0168633","0,0044728","0","160","0,49377331137657166"
"Ks Th 5d","3c3d","47,3726","0,357217","0,266775","0,376008","0","-0,0163902","0,0038174","-0,0029371226658","R","0,0038174","R","0,376008","0,0038174","0,0202076","0","160","0,49377331137657166"
"Ks Th 5d","3c3h","47,3718","0,443179","0,179889","0,376932","0","-0,0231213","-0,0055977","-0,0062692197921","F","0","F","0,443179","0","0,0231213","0,0055977","160","0,49377331137657166"
"Ks Th 5d","3c3s","47,3728","0,47652","0,200346","0,323134","0","-0,0253616","-0,0141953","-0,0096680791838","F","0","F","0,47652","0","0,0253616","0,0141953","160","0,49377331137657166"
"Ks Th 5d","3c5c","10,6772","0","1","0","0","1,21383","1,14163","1,21383","C","1,21383","C","1","1,21383","0","0,0722","160","0,49377331137657166"
"Ks Th 5d","3cAc","61,516","1","0","0","0","-0,5755234","-0,1174816","0","F","0","F","1","0","0,5755234","0,1174816","160","0,49377331137657166"
"Ks Th 5d","3d3h","47,066","0,138632","0,843678","0,01769","0","0,009137","-0,0104137","0,007524467533","C","0,009137","C","0,843678","0,009137","0","0,0195507","160","0,49377331137657166"
"Ks Th 5d","3d3s","47,0671","0,154711","0,840645","0,004645","0","0,0062656","-0,0184383","0,0051814994085","C","0,0062656","C","0,840645","0,0062656","0","0,0247039","160","0,49377331137657166"
"Ks Th 5d","3dAd","59,6661","0,428664","0,429344","0,141992","0","0,0090664","0,0144745","0,0059478676456","R","0,0144745","C","0,429344","0,0144745","0,0054081","0","160","0,49377331137657166"
"Ks Th 5d","3h3s","47,0664","0,292782","0,692252","0,014966","0","-0,0001514","-0,0283211","-0,0005286605354","F","0","C","0,692252","0","0,0001514","0,0283211","160","0,49377331137657166"
"Ks Th 5d","3h5h","10,6282","0","0,999553","0,000447","0","2,1371","2,12275","2,13709358555","C","2,1371","C","0,999553","2,1371","0","0,0143499999999999","160","0,49377331137657166"
"Ks Th 5d","3hAh","59,641","0,555284","0,30513","0,139586","0","0,0169388","0,0116741","0,0067980769666","C","0,0169388","F","0,555284","0,0169388","0","0,0052647","160","0,49377331137657166"
"Ks Th 5d","3s5s","10,6644","0","0,999504","0,000496","0","2,11105","2,09904","2,11104404304","C","2,11105","C","0,999504","2,11105","0","0,0120099999999996","160","0,49377331137657166"
"Ks Th 5d","3sAs","59,4502","0,602365","0,229058","0,168576","0","0,0089104","0,0087444","0,0035150943776","C","0,0089104","F","0,602365","0,0089104","0","0,000166000000000001","160","0,49377331137657166"
"Ks Th 5d","4c4d","50,688","0,66595","0,064694","0,269356","0","-0,0218567","-0,0021378","-0,0019898266066","F","0","F","0,66595","0","0,0218567","0,0021378","160","0,49377331137657166"
"Ks Th 5d","4c4h","50,6186","0,810562","0,000576","0,188861","0","-0,0417217","-0,0133224","-0,0025401134856","F","0","F","0,810562","0","0,0417217","0,0133224","160","0,49377331137657166"
"Ks Th 5d","4c4s","50,6367","0,882051","0,000403","0,117546","0","-0,0461807","-0,0164761","-0,0019553104727","F","0","F","0,882051","0","0,0461807","0,0164761","160","0,49377331137657166"
"Ks Th 5d","4c5c","69,5683","0","1","0","0","1,12369","1,05871","1,12369","C","1,12369","C","1","1,12369","0","0,06498","160","0,49377331137657166"
"Ks Th 5d","4c6c","5,34902","1","0","0","0","-0,3112553","-0,0404808","0","F","0","F","1","0","0,3112553","0,0404808","160","0,49377331137657166"
"Ks Th 5d","4cAc","62,9007","1","0","0","0","-0,5811607","-0,1400028","0","F","0","F","1","0","0,5811607","0,1400028","160","0,49377331137657166"
"Ks Th 5d","4d4h","50,3358","0,420186","0,564228","0,015586","0","0,0070297","-0,015247","0,0037287138296","C","0,0070297","C","0,564228","0,0070297","0","0,0222767","160","0,49377331137657166"
"Ks Th 5d","4d4s","50,3521","0,457766","0,533401","0,008833","0","0,0016685","-0,0186859","0,0007249270138","C","0,0016685","C","0,533401","0,0016685","0","0,0203544","160","0,49377331137657166"
"Ks Th 5d","4d6d","5,28836","0","1","0","0","0,271875","0,179241","0,271875","C","0,271875","C","1","0,271875","0","0,092634","160","0,49377331137657166"
"Ks Th 5d","4dAd","61,1071","0,483558","0,39325","0,123192","0","0,0045311","0,0074421","0,0026986622582","R","0,0074421","F","0,483558","0,0074421","0,002911","0","160","0,49377331137657166"
"Ks Th 5d","4h4s","50,2818","0,648327","0,334064","0,017609","0","-0,0176807","-0,0287601","-0,0064129219657","F","0","F","0,648327","0","0,0176807","0,0287601","160","0,49377331137657166"
"Ks Th 5d","4h5h","69,1928","0","0,962073","0,037927","0","2,01297","2,011","2,01289528381","C","2,01297","C","0,962073","2,01297","0","0,00197000000000003","160","0,49377331137657166"
"Ks Th 5d","4h6h","5,27531","0","1","0","0","0,258716","0,204298","0,258716","C","0,258716","C","1","0,258716","0","0,054418","160","0,49377331137657166"
"Ks Th 5d","4hAh","60,9774","0,685057","0,195041","0,119902","0","0,0088776","0,0049824","0,0023288957064","C","0,0088776","F","0,685057","0,0088776","0","0,0038952","160","0,49377331137657166"
"Ks Th 5d","4s5s","69,4417","0","0,940777","0,059223","0","1,98442","1,98313","1,98434360233","C","1,98442","C","0,940777","1,98442","0","0,00129000000000024","160","0,49377331137657166"
"Ks Th 5d","4s6s","5,28675","0","1","0","0","0,277299","0,232147","0,277299","C","0,277299","C","1","0,277299","0","0,045152","160","0,49377331137657166"
"Ks Th 5d","4sAs","60,7961","0,745866","0,093904","0,16023","0","0,0009277","0,0052757","0,0009324401518","R","0,0052757","F","0,745866","0,0052757","0,004348","0","160","0,49377331137657166"
"Ks Th 5d","5c5h","58,4926","0","0,338481","0,661519","0","17,2","17,2479","17,2316867601","R","17,2479","R","0,661519","17,2479","0,0479000000000021","0","160","0,49377331137657166"
"Ks Th 5d","5c5s","58,7035","0","0,119753","0,880247","0","17,2831","17,3511","17,342956796","R","17,3511","R","0,880247","17,3511","0,0680000000000014","0","160","0,49377331137657166"
"Ks Th 5d","5c6c","46,8461","0","1","0","0","1,05953","1,00082","1,05953","C","1,05953","C","1","1,05953","0","0,05871","160","0,49377331137657166"
"Ks Th 5d","5c7c","5,67262","0","0,999985","1,5E-05","0","1,07188","1,0328","1,0718794138","C","1,07188","C","0,999985","1,07188","0","0,03908","160","0,49377331137657166"
"Ks Th 5d","5cAc","70,3586","0","0,90161","0,09839","0","0,635014","0,627011","0,63422658483","C","0,635014","C","0,90161","0,635014","0","0,00800299999999998","160","0,49377331137657166"
"Ks Th 5d","5h5s","58,8235","0","0,351177","0,648823","0","17,268","17,2363","17,2474323109","C","17,268","R","0,648823","17,268","0","0,0317000000000007","160","0,49377331137657166"
"Ks Th 5d","5h6h","46,637","0","0,932474","0,067526","0","1,97195","1,96697","1,97161372052","C","1,97195","C","0,932474","1,97195","0","0,00498000000000021","160","0,49377331137657166"
"Ks Th 5d","5h7h","5,64391","0","0,717088","0,282912","0","2,00725","2,00322","2,00610986464","C","2,00725","C","0,717088","2,00725","0","0,0040300000000002","160","0,49377331137657166"
"Ks Th 5d","5hAh","68,1802","0","0,924641","0,075359","0","1,59887","1,59651","1,59869215276","C","1,59887","C","0,924641","1,59887","0","0,00236000000000014","160","0,49377331137657166"
"Ks Th 5d","5s6s","46,8751","0","0,966357","0,033643","0","1,95177","1,95018","1,95171650763","C","1,95177","C","0,966357","1,95177","0","0,0015900000000002","160","0,49377331137657166"
"Ks Th 5d","5s7s","5,66681","0","0,736352","0,263648","0","1,96251","1,97304","1,96528621344","R","1,97304","C","0,736352","1,97304","0,0105299999999999","0","160","0,49377331137657166"
"Ks Th 5d","5sAs","68,247","0","0,999621","0,000379","0","1,50797","1,49186","1,50796389431","C","1,50797","C","0,999621","1,50797","0","0,0161100000000001","160","0,49377331137657166"
"Ks Th 5d","6c6d","89,3946","0,470979","0,408858","0,120163","0","-0,0024136","-0,0029034","-0,001335700923","F","0","F","0,470979","0","0,0024136","0,0029034","160","0,49377331137657166"
"Ks Th 5d","6c6h","89,2811","0,70323","0,244371","0,052399","0","-0,0100197","-0,0059269","-0,0027590877418","F","0","F","0,70323","0","0,0100197","0,0059269","160","0,49377331137657166"
"Ks Th 5d","6c6s","89,4315","0,693205","0,305781","0,001014","0","-0,0105724","-0,0107666","-0,0032437563768","F","0","F","0,693205","0","0,0105724","0,0107666","160","0,49377331137657166"
"Ks Th 5d","6c7c","51,3569","1","0","0","0","-0,503035","-0,1923351","0","F","0","F","1","0","0,503035","0,1923351","160","0,49377331137657166"
"Ks Th 5d","6c8c","15,3574","1","0","0","0","-0,7213779","-0,3480724","0","F","0","F","1","0","0,7213779","0,3480724","160","0,49377331137657166"
"Ks Th 5d","6cKc","9,05629","0","1","0","0","4,1883","4,02608","4,1883","C","4,1883","C","1","4,1883","0","0,16222","160","0,49377331137657166"
"Ks Th 5d","6cAc","7,27028","1","0","0","0","-0,8109879","-0,3535061","0","F","0","F","1","0","0,8109879","0,3535061","160","0,49377331137657166"
"Ks Th 5d","6d6h","88,856","0,269093","0,638219","0,092689","0","0,012571","0,0134693","0,0092715069967","R","0,0134693","C","0,638219","0,0134693","0,000898300000000001","0","160","0,49377331137657166"
"Ks Th 5d","6d6s","88,9978","0,24078","0,748615","0,010606","0","0,0125103","0,0091763","0,0094627220723","C","0,0125103","C","0,748615","0,0125103","0","0,003334","160","0,49377331137657166"
"Ks Th 5d","6d7d","50,8112","0,094138","0,654097","0,251765","0","0,0306503","0,0297882","0,0275478954521","C","0,0306503","C","0,654097","0,0306503","0","0,000862100000000005","160","0,49377331137657166"
"Ks Th 5d","6d8d","15,199","1","0","0","0","-0,1656059","-0,0370747","0","F","0","F","1","0","0,1656059","0,0370747","160","0,49377331137657166"
