"board","combo","reach_probability","check_frequency","bet_frequency","ev_check_btn","ev_bet_btn","mixed_ev_btn","best_ev_action","best_ev_btn","highest_frequency_action","highest_frequency","loss_if_check_btn","loss_if_bet_btn","iteration","exploitability"
"As Kh Td","TsJs","15,0248","0,682841","0,317159","2,79307","2,77407","2,787043979","X","2,79307","X","0,682841","0","0,0190000000000001","177","0,4772501587867737"
"As Kh Td","TsQs","9,60878","0,700984","0,299016","2,78838","2,77599","2,78467519176","X","2,78838","X","0,700984","0","0,0123900000000003","177","0,4772501587867737"
"As Kh Td","TsKs","15,8855","0,544179","0,455821","5,83708","5,949","5,88809548632","B","5,949","X","0,544179","0,11192","0","177","0,4772501587867737"
"As Kh Td","JcJd","14,1008","0,777761","0,222239","2,14756","2,12941","2,14352636215","X","2,14756","X","0,777761","0","0,0181499999999999","177","0,4772501587867737"
"As Kh Td","JcJh","14,2016","0,957225","0,042775","2,14871","2,10898","2,14701054925","X","2,14871","X","0,957225","0","0,0397300000000005","177","0,4772501587867737"
"As Kh Td","JcJs","14,1656","0,923942","0,076058","2,14009","2,11323","2,13804708212","X","2,14009","X","0,923942","0","0,0268599999999997","177","0,4772501587867737"
"As Kh Td","JcQc","10,0192","0,33381","0,66619","12,6526","12,6477","12,649335669","X","12,6526","B","0,66619","0","0,00489999999999924","177","0,4772501587867737"
"As Kh Td","JcKc","16,0935","0,803584","0,196416","3,78548","3,88526","3,80507838848","B","3,88526","X","0,803584","0,0997800000000004","0","177","0,4772501587867737"
"As Kh Td","JcAc","17,4051","0,552964","0,447036","5,08752","5,22959","5,15103040452","B","5,22959","X","0,552964","0,14207","0","177","0,4772501587867737"
"As Kh Td","JcAd","4,24342","0,618829","0,381171","5,09526","5,25389","5,15572515573","B","5,25389","X","0,618829","0,15863","0","177","0,4772501587867737"
"As Kh Td","JcAh","4,08979","0,593211","0,406789","5,13553","5,2837","5,19580392613","B","5,2837","X","0,593211","0,14817","0","177","0,4772501587867737"
"As Kh Td","JdJh","14,246","0,788897","0,211103","2,14812","2,1041","2,13882724594","X","2,14812","X","0,788897","0","0,0440200000000002","177","0,4772501587867737"
"As Kh Td","JdJs","14,2536","0,817642","0,182358","2,1436","2,11933","2,13917417134","X","2,1436","X","0,817642","0","0,02427","177","0,4772501587867737"
"As Kh Td","JdQd","10,1184","0,313139","0,686861","12,8289","12,7507","12,7751874698","X","12,8289","B","0,686861","0","0,0781999999999989","177","0,4772501587867737"
"As Kh Td","JdKd","16,6052","0,778026","0,221974","4,10777","4,24385","4,13797622192","B","4,24385","X","0,778026","0,13608","0","177","0,4772501587867737"
"As Kh Td","JdAc","4,18258","0,583597","0,416403","5,17563","5,31888","5,23527972975","B","5,31888","X","0,583597","0,14325","0","177","0,4772501587867737"
"As Kh Td","JdAd","17,5813","0,45472","0,54528","5,52852","5,73096","5,6389064832","B","5,73096","B","0,54528","0,20244","0","177","0,4772501587867737"
"As Kh Td","JdAh","4,07169","0,618305","0,381695","5,21898","5,37083","5,27694038575","B","5,37083","X","0,618305","0,15185","0","177","0,4772501587867737"
"As Kh Td","JhJs","14,3588","0,927086","0,072914","2,14453","2,11699","2,14252194844","X","2,14453","X","0,927086","0","0,0275400000000001","177","0,4772501587867737"
"As Kh Td","JhQh","10,2368","0,323052","0,676948","12,8866","12,8348","12,8515340936","X","12,8866","B","0,676948","0","0,0518000000000001","177","0,4772501587867737"
"As Kh Td","JhAc","4,25035","0,551644","0,448356","5,10258","5,24978","5,1685780032","B","5,24978","X","0,551644","0,1472","0","177","0,4772501587867737"
"As Kh Td","JhAd","4,30633","0,617161","0,382839","5,09732","5,25367","5,15717687765","B","5,25367","X","0,617161","0,156350000000001","0","177","0,4772501587867737"
"As Kh Td","JhAh","17,2803","0,459924","0,540076","5,34913","5,54122","5,45287319884","B","5,54122","B","0,540076","0,192089999999999","0","177","0,4772501587867737"
"As Kh Td","JsQs","10,2212","0,322956","0,677044","12,8373","12,8141","12,8215925792","X","12,8373","B","0,677044","0","0,0231999999999992","177","0,4772501587867737"
"As Kh Td","JsKs","16,8784","0,663099","0,336901","4,22372","4,3887","4,27930192698","B","4,3887","X","0,663099","0,16498","0","177","0,4772501587867737"
"As Kh Td","JsAc","4,24533","0,543353","0,456647","5,15316","5,31282","5,22606826002","B","5,31282","X","0,543353","0,159660000000001","0","177","0,4772501587867737"
"As Kh Td","JsAd","4,28515","0,607123","0,392877","5,15685","5,32078","5,22125432661","B","5,32078","X","0,607123","0,16393","0","177","0,4772501587867737"
"As Kh Td","JsAh","4,12934","0,577523","0,422477","5,19695","5,36066","5,26611370967","B","5,36066","X","0,577523","0,163710000000001","0","177","0,4772501587867737"
"As Kh Td","QcQd","5,89262","0,740064","0,259936","2,42298","2,3881","2,41391343232","X","2,42298","X","0,740064","0","0,0348799999999998","177","0,4772501587867737"
"As Kh Td","QcQh","5,87331","0,780534","0,219466","2,43014","2,43233","2,43062063054","B","2,43233","X","0,780534","0,00218999999999969","0","177","0,4772501587867737"
"As Kh Td","QcQs","5,87285","0,846997","0,153003","2,41832","2,4226","2,41897485284","B","2,4226","X","0,846997","0,00428000000000006","0","177","0,4772501587867737"
"As Kh Td","QcKc","14,5819","0,774897","0,225103","3,7553","3,7768","3,7601397145","B","3,7768","X","0,774897","0,0215000000000005","0","177","0,4772501587867737"
"As Kh Td","QcKd","7,31076","0,815655","0,184345","3,85592","3,89837","3,86374544525","B","3,89837","X","0,815655","0,0424500000000001","0","177","0,4772501587867737"
"As Kh Td","QcKs","7,36458","0,781315","0,218685","3,86573","3,90924","3,87524498435","B","3,90924","X","0,781315","0,0435099999999995","0","177","0,4772501587867737"
"As Kh Td","QcAc","4,04521","0,585344","0,414656","5,16495","5,25198","5,20103751168","B","5,25198","X","0,585344","0,0870299999999995","0","177","0,4772501587867737"
"As Kh Td","QcAd","16,0348","0,606004","0,393996","5,21706","5,32034","5,25775190688","B","5,32034","X","0,606004","0,10328","0","177","0,4772501587867737"
"As Kh Td","QcAh","15,4237","0,618911","0,381089","5,18364","5,26403","5,21427574471","B","5,26403","X","0,618911","0,0803900000000004","0","177","0,4772501587867737"
"As Kh Td","QdQh","5,91441","0,705742","0,294258","2,4261","2,36415","2,4078707169","X","2,4261","X","0,705742","0","0,0619499999999999","177","0,4772501587867737"
"As Kh Td","QdQs","5,91457","0,803341","0,196659","2,41545","2,35905","2,4043584324","X","2,41545","X","0,803341","0","0,0564","177","0,4772501587867737"
"As Kh Td","QdKc","7,12845","0,791188","0,208812","3,74363","3,74145","3,74317478984","X","3,74363","X","0,791188","0","0,00218000000000096","177","0,4772501587867737"
"As Kh Td","QdKd","15,1683","0,688497","0,311503","4,09098","4,13608","4,1050287853","B","4,13608","X","0,688497","0,0450999999999997","0","177","0,4772501587867737"
"As Kh Td","QdKs","7,3967","0,796404","0,203596","3,84973","3,87598","3,855074395","B","3,87598","X","0,796404","0,0262499999999997","0","177","0,4772501587867737"
"As Kh Td","QdAc","15,8524","0,619846","0,380154","5,16697","5,23091","5,19127704676","B","5,23091","X","0,619846","0,0639399999999997","0","177","0,4772501587867737"
"As Kh Td","QdAd","4,09631","0,237732","0,762268","5,71425","5,91762","5,86927244316","B","5,91762","B","0,762268","0,20337","0","177","0,4772501587867737"
"As Kh Td","QdAh","15,4391","0,648938","0,351062","5,19081","5,24886","5,2111891491","B","5,24886","X","0,648938","0,0580499999999997","0","177","0,4772501587867737"
"As Kh Td","QhQs","5,89501","0,808347","0,191653","2,42043","2,41874","2,42010610643","X","2,42043","X","0,808347","0","0,00168999999999997","177","0,4772501587867737"
"As Kh Td","QhKc","7,09807","0,768554","0,231446","3,76844","3,78718","3,77277729804","B","3,78718","X","0,768554","0,0187400000000006","0","177","0,4772501587867737"
"As Kh Td","QhKd","7,33373","0,800474","0,199526","3,86075","3,90312","3,86920391662","B","3,90312","X","0,800474","0,0423699999999996","0","177","0,4772501587867737"
"As Kh Td","QhKs","7,38482","0,766158","0,233842","3,87139","3,91361","3,88126280924","B","3,91361","X","0,766158","0,0422199999999995","0","177","0,4772501587867737"
"As Kh Td","QhAc","15,8763","0,605373","0,394627","5,17619","5,24745","5,20431112002","B","5,24745","X","0,605373","0,0712599999999997","0","177","0,4772501587867737"
"As Kh Td","QhAd","16,0499","0,622079","0,377921","5,23633","5,32642","5,27037690289","B","5,32642","X","0,622079","0,09009","0","177","0,4772501587867737"
"As Kh Td","QhAh","3,94091","0,37692","0,62308","5,47215","5,60218","5,5531690924","B","5,60218","B","0,62308","0,13003","0","177","0,4772501587867737"
"As Kh Td","QsKc","7,10809","0,782807","0,217193","3,76043","3,76157","3,76067760002","B","3,76157","X","0,782807","0,00113999999999947","0","177","0,4772501587867737"
"As Kh Td","QsKd","7,34034","0,824813","0,175187","3,85546","3,87869","3,85952959401","B","3,87869","X","0,824813","0,0232300000000003","0","177","0,4772501587867737"
"As Kh Td","QsKs","15,2153","0,654071","0,345929","4,1811","4,24101","4,20182460639","B","4,24101","X","0,654071","0,0599100000000004","0","177","0,4772501587867737"
"As Kh Td","QsAc","15,8815","0,603025","0,396975","5,16155","5,22246","5,18572974725","B","5,22246","X","0,603025","0,0609099999999998","0","177","0,4772501587867737"
"As Kh Td","QsAd","16,0664","0,616456","0,383544","5,21762","5,30191","5,24994892376","B","5,30191","X","0,616456","0,0842900000000002","0","177","0,4772501587867737"
"As Kh Td","QsAh","15,4394","0,632042","0,367958","5,18868","5,24512","5,20944754952","B","5,24512","X","0,632042","0,0564400000000003","0","177","0,4772501587867737"
"As Kh Td","KcAd","4,54903","0,354723","0,645277","8,00037","7,98613","7,99118125552","X","8,00037","B","0,645277","0","0,01424","177","0,4772501587867737"
"As Kh Td","KcAh","4,36812","0,473561","0,526439","7,7206","7,66375","7,69067194285","X","7,7206","B","0,526439","0","0,0568499999999998","177","0,4772501587867737"
"As Kh Td","KdAc","4,64071","0,501527","0,498473","7,76941","7,71829","7,74392806024","X","7,76941","X","0,501527","0","0,0511200000000001","177","0,4772501587867737"
"As Kh Td","KdAh","4,51281","0,582505","0,417495","7,73372","7,71032","7,723950617","X","7,73372","X","0,582505","0","0,0233999999999996","177","0,4772501587867737"
"As Kh Td","KsAc","4,67752","0,506029","0,493971","7,60149","7,58839","7,5950189799","X","7,60149","X","0,506029","0","0,0131000000000006","177","0,4772501587867737"
"As Kh Td","KsAd","4,73287","0,557533","0,442467","7,82356","7,86054","7,83992242966","B","7,86054","X","0,557533","0,0369799999999998","0","177","0,4772501587867737"
"As Kh Td","KsAh","4,54556","0,677209","0,322791","7,60348","7,60109","7,60270852951","X","7,60348","X","0,677209","0","0,00238999999999923","177","0,4772501587867737"
"As Kh 9d","2c2d","17,9467","0,507029","0,492971","0,978898","0,995034","0,986852580056","B","0,995034","X","0,507029","0,016136","0","190","0,4913451075553894"
"As Kh 9d","2c2h","17,941","0,435824","0,564176","0,981807","1,00382","0,994226206288","B","1,00382","B","0,564176","0,0220129999999998","0","190","0,4913451075553894"
"As Kh 9d","2c2s","18,0529","0,489556","0,510444","0,979095","1,00115","0,99035284242","B","1,00115","B","0,510444","0,0220549999999999","0","190","0,4913451075553894"
"As Kh 9d","2cAc","3,85863","0,568976","0,431024","4,57493","4,60162","4,58643403056","B","4,60162","X","0,568976","0,0266899999999994","0","190","0,4913451075553894"
"As Kh 9d","2d2h","17,9","0,346071","0,653929","1,02867","1,05219","1,04405041008","B","1,05219","B","0,653929","0,02352","0","190","0,4913451075553894"
"As Kh 9d","2d2s","18,0119","0,354552","0,645447","1,0256","1,05717","1,04597573619","B","1,05717","B","0,645447","0,0315699999999999","0","190","0,4913451075553894"
"As Kh 9d","2dAd","3,8317","0,526792","0,473208","5,11701","5,13648","5,12622335976","B","5,13648","X","0,526792","0,019470000000001","0","190","0,4913451075553894"
"As Kh 9d","2h2s","18,0062","0,353531","0,646469","1,02931","1,05228","1,04415939293","B","1,05228","B","0,646469","0,0229699999999999","0","190","0,4913451075553894"
"As Kh 9d","2hAh","3,8114","0,596854","0,403146","5,10416","5,12064","5,11080384608","B","5,12064","X","0,596854","0,0164799999999996","0","190","0,4913451075553894"
"As Kh 9d","3c3d","16,6101","0,498167","0,501833","0,97672","0,989557","0,983162030221","B","0,989557","B","0,501833","0,0128369999999999","0","190","0,4913451075553894"
"As Kh 9d","3c3h","16,6073","0,395097","0,604903","0,983432","1,00422","0,996006723564","B","1,00422","B","0,604903","0,0207879999999999","0","190","0,4913451075553894"
"As Kh 9d","3c3s","16,734","0,487317","0,512683","0,976534","0,993268","0,985113237322","B","0,993268","B","0,512683","0,0167339999999999","0","190","0,4913451075553894"
"As Kh 9d","3c5c","3,70967","1","0","0,334659","0,294653","0,334659","X","0,334659","X","1","0","0,040006","190","0,4913451075553894"
"As Kh 9d","3cAc","21,4921","0,589812","0,410188","4,54282","4,56229","4,55080636036","B","4,56229","X","0,589812","0,0194700000000001","0","190","0,4913451075553894"
"As Kh 9d","3d3h","16,5633","0,322765","0,677235","1,03285","1,0491","1,04385506875","B","1,0491","B","0,677235","0,0162499999999999","0","190","0,4913451075553894"
"As Kh 9d","3d3s","16,69","0,346338","0,653662","1,02585","1,0518","1,0428125289","B","1,0518","B","0,653662","0,0259500000000001","0","190","0,4913451075553894"
"As Kh 9d","3d5d","3,70924","0,593131","0,406869","0,649656","0,659541","0,653677900065","B","0,659541","X","0,593131","0,00988500000000003","0","190","0,4913451075553894"
"As Kh 9d","3dAd","21,3422","0,535314","0,464686","5,07824","5,09014","5,0837697634","B","5,09014","X","0,535314","0,0118999999999998","0","190","0,4913451075553894"
"As Kh 9d","3h3s","16,6871","0,319164","0,680836","1,03309","1,05151","1,04563099912","B","1,05151","B","0,680836","0,0184199999999999","0","190","0,4913451075553894"
"As Kh 9d","3h5h","3,73377","0,582602","0,417398","0,725339","0,732623","0,728379327032","B","0,732623","X","0,582602","0,00728400000000007","0","190","0,4913451075553894"
"As Kh 9d","3hAh","21,2291","0,6207","0,3793","5,06539","5,07627","5,069516784","B","5,07627","X","0,6207","0,0108800000000002","0","190","0,4913451075553894"
"As Kh 9d","3s5s","3,76092","0,702255","0,297745","0,73749","0,744956","0,73971296417","B","0,744956","X","0,702255","0,00746599999999997","0","190","0,4913451075553894"
"As Kh 9d","4c4d","17,6392","0,575938","0,424062","0,935773","0,938807","0,937059604108","B","0,938807","X","0,575938","0,00303400000000009","0","190","0,4913451075553894"
"As Kh 9d","4c4h","17,6533","0,471277","0,528723","0,939538","0,950089","0,945116556373","B","0,950089","B","0,528723","0,010551","0","190","0,4913451075553894"
"As Kh 9d","4c4s","17,7824","0,558121","0,441879","0,935138","0,948277","0,940943848181","B","0,948277","X","0,558121","0,013139","0","190","0,4913451075553894"
"As Kh 9d","4c5c","24,1353","0,999953","4,7E-05","0,28465","0,265493","0,284649099621","X","0,28465","X","0,999953","0","0,019157","190","0,4913451075553894"
"As Kh 9d","4c6c","1,83093","1","0","0,131126","-0,0520802","0,131126","X","0,131126","X","1","0","0,1832062","190","0,4913451075553894"
"As Kh 9d","4cAc","21,8962","0,510054","0,489946","4,50443","4,55064","4,52707040466","B","4,55064","X","0,510054","0,0462099999999994","0","190","0,4913451075553894"
"As Kh 9d","4d4h","17,6667","0,356643","0,643357","0,994235","1,00387","1,000433744695","B","1,00387","B","0,643357","0,00963500000000006","0","190","0,4913451075553894"
"As Kh 9d","4d4s","17,7954","0,366643","0,633357","0,994975","1,02062","1,011217440265","B","1,02062","B","0,633357","0,0256450000000001","0","190","0,4913451075553894"
"As Kh 9d","4d5d","24,168","0,542884","0,457116","0,59035","0,597879","0,593791626364","B","0,597879","X","0,542884","0,00752900000000001","0","190","0,4913451075553894"
"As Kh 9d","4d6d","1,84123","0,999996","4E-06","0,412313","0,337212","0,412312699596","X","0,412313","X","0,999996","0","0,075101","190","0,4913451075553894"
"As Kh 9d","4dAd","21,7904","0,448687","0,551313","5,04577","5,08571","5,06778944122","B","5,08571","B","0,551313","0,0399400000000005","0","190","0,4913451075553894"
"As Kh 9d","4h4s","17,8097","0,348981","0,651019","1,0006","1,01866","1,01235740314","B","1,01866","B","0,651019","0,0180600000000002","0","190","0,4913451075553894"
"As Kh 9d","4h5h","24,3456","0,522047","0,477953","0,653673","0,669344","0,661163001463","B","0,669344","X","0,522047","0,0156709999999999","0","190","0,4913451075553894"
"As Kh 9d","4h6h","1,85089","0,999946","5,4E-05","0,471024","0,405499","0,47102046165","X","0,471024","X","0,999946","0","0,065525","190","0,4913451075553894"
"As Kh 9d","4hAh","21,6815","0,529776","0,470224","5,033","5,07151","5,05110832624","B","5,07151","X","0,529776","0,0385100000000005","0","190","0,4913451075553894"
"As Kh 9d","4s5s","24,4899","0,546326","0,453674","0,696206","0,714905","0,704689250126","B","0,714905","X","0,546326","0,018699","0","190","0,4913451075553894"
"As Kh 9d","4s6s","1,86785","0,999989","1,1E-05","0,496015","0,427099","0,496014241924","X","0,496015","X","0,999989","0","0,068916","190","0,4913451075553894"
"As Kh 9d","5c5d","20,1892","0,823444","0,176555","0,870259","0,863124","0,868998409816","X","0,870259","X","0,823444","0","0,00713500000000011","190","0,4913451075553894"
"As Kh 9d","5c5h","20,327","0,723661","0,276339","0,869602","0,866293","0,868687594249","X","0,869602","X","0,723661","0","0,00330900000000012","190","0,4913451075553894"
"As Kh 9d","5c5s","20,3188","0,80613","0,19387","0,868288","0,866945","0,86802763259","X","0,868288","X","0,80613","0","0,00134300000000009","190","0,4913451075553894"
"As Kh 9d","5c6c","16,0867","1","0","0,255372","0,184236","0,255372","X","0,255372","X","1","0","0,071136","190","0,4913451075553894"
"As Kh 9d","5c7c","1,92417","1","0","0,31965","0,185246","0,31965","X","0,31965","X","1","0","0,134404","190","0,4913451075553894"
"As Kh 9d","5cAc","24,3013","0,530322","0,469678","4,51329","4,55015","4,53060233108","B","4,55015","X","0,530322","0,0368600000000008","0","190","0,4913451075553894"
"As Kh 9d","5d5h","20,3857","0,583516","0,416484","0,929157","0,932338","0,930481835604","B","0,932338","X","0,583516","0,00318099999999999","0","190","0,4913451075553894"
"As Kh 9d","5d5s","20,3743","0,600347","0,399653","0,923117","0,931314","0,926392955641","B","0,931314","X","0,600347","0,00819700000000001","0","190","0,4913451075553894"
"As Kh 9d","5d6d","16,2077","0,843142","0,156858","0,552612","0,548153","0,551912570178","X","0,552612","X","0,843142","0","0,00445899999999999","190","0,4913451075553894"
"As Kh 9d","5d7d","1,9454","0,99999","1E-05","0,626526","0,58419","0,62652557664","X","0,626526","X","0,99999","0","0,0423359999999999","190","0,4913451075553894"
"As Kh 9d","5dAd","24,1944","0,448353","0,551647","5,04322","5,08673","5,06722216097","B","5,08673","B","0,551647","0,0435100000000004","0","190","0,4913451075553894"
"As Kh 9d","5h5s","20,518","0,567645","0,432355","0,930817","0,936996","0,933488521545","B","0,936996","X","0,567645","0,00617900000000005","0","190","0,4913451075553894"
"As Kh 9d","5h6h","16,3912","0,768406","0,231594","0,594615","0,591075","0,59379515724","X","0,594615","X","0,768406","0","0,00353999999999999","190","0,4913451075553894"
"As Kh 9d","5h7h","1,96536","0,996339","0,003661","0,658228","0,631546","0,658130317198","X","0,658228","X","0,996339","0","0,0266820000000001","190","0,4913451075553894"
"As Kh 9d","5hAh","24,2406","0,497561","0,502439","5,05248","5,09694","5,07481843794","B","5,09694","B","0,502439","0,0444599999999999","0","190","0,4913451075553894"
"As Kh 9d","5s6s","16,4136","0,683673","0,316327","0,641857","0,657388","0,646769874637","B","0,657388","X","0,683673","0,015531","0","190","0,4913451075553894"
"As Kh 9d","5s7s","1,97836","0,999991","9E-06","0,695045","0,686666","0,695044924589","X","0,695045","X","0,999991","0","0,00837900000000003","190","0,4913451075553894"
"As Kh 9d","6c6d","30,5601","0,896021","0,103979","0,824123","0,825541","0,824270442222","B","0,825541","X","0,896021","0,00141800000000003","0","190","0,4913451075553894"
"As Kh 9d","6c6h","30,696","0,81916","0,18084","0,827279","0,82934","0,82765171124","B","0,82934","X","0,81916","0,00206099999999987","0","190","0,4913451075553894"
"As Kh 9d","6c6s","30,7733","0,85542","0,14458","0,818517","0,82712","0,81976082174","B","0,82712","X","0,85542","0,00860300000000014","0","190","0,4913451075553894"
"As Kh 9d","6c7c","17,3539","1","0","0,420007","0,35782","0,420007","X","0,420007","X","1","0","0,062187","190","0,4913451075553894"
"As Kh 9d","6c8c","5,12358","1","0","0,476914","0,32056","0,476914","X","0,476914","X","1","0","0,156354","190","0,4913451075553894"
"As Kh 9d","6cKc","3,23518","1","0","3,17233","3,01661","3,17233","X","3,17233","X","1","0","0,15572","190","0,4913451075553894"
"As Kh 9d","6cAc","2,50195","0,426235","0,573765","4,5611","4,62977","4,60050044255","B","4,62977","B","0,573765","0,06867","0","190","0,4913451075553894"
"As Kh 9d","6d6h","30,834","0,713532","0,286468","0,871004","0,883208","0,874500055472","B","0,883208","X","0,713532","0,0122040000000001","0","190","0,4913451075553894"
"As Kh 9d","6d6s","30,9013","0,707386","0,292614","0,864157","0,882502","0,86952500383","B","0,882502","X","0,707386","0,0183450000000001","0","190","0,4913451075553894"
"As Kh 9d","6d7d","17,5287","0,783022","0,216978","0,738206","0,752708","0,741352614956","B","0,752708","X","0,783022","0,0145019999999999","0","190","0,4913451075553894"
"As Kh 9d","6d8d","5,17579","0,982901","0,017099","0,807258","0,810172","0,807307826486","B","0,810172","X","0,982901","0,00291399999999997","0","190","0,4913451075553894"
"As Kh 9d","6dKd","3,22678","0,999993","7E-06","3,63401","3,52565","3,63400924148","X","3,63401","X","0,999993","0","0,10836","190","0,4913451075553894"
"As Kh 9d","6dAd","2,49687","0,282811","0,717189","5,10275","5,18234","5,15983107251","B","5,18234","B","0,717189","0,0795899999999996","0","190","0,4913451075553894"
"As Kh 9d","6h6s","31,0487","0,692613","0,307387","0,869847","0,885966","0,874801771053","B","0,885966","X","0,692613","0,016119","0","190","0,4913451075553894"
"As Kh 9d","6h7h","17,6728","0,747895","0,252105","0,771362","0,782045","0,774055237715","B","0,782045","X","0,747895","0,010683","0","190","0,4913451075553894"
"As Kh 9d","6h8h","5,2525","0,999539","0,000461","0,823316","0,813875","0,823311647699","X","0,823316","X","0,999539","0","0,00944099999999992","190","0,4913451075553894"
"As Kh 9d","6hAh","2,49581","0,374933","0,625067","5,10389","5,17329","5,1472696498","B","5,17329","B","0,625067","0,0693999999999999","0","190","0,4913451075553894"
"As Kh 9d","6s7s","17,7854","0,741874","0,258126","0,80481","0,829928","0,811293608868","B","0,829928","X","0,741874","0,025118","0","190","0,4913451075553894"
"As Kh 9d","6s8s","5,25674","0,99532","0,00468","0,862762","0,85886","0,86274373864","X","0,862762","X","0,99532","0","0,00390200000000007","190","0,4913451075553894"
"As Kh 9d","6sKs","3,23321","1","0","3,81291","3,76196","3,81291","X","3,81291","X","1","0","0,0509500000000003","190","0,4913451075553894"
"As Kh 9d","7c7d","39,5899","0,951473","0,048527","0,784315","0,786203","0,784406618976","B","0,786203","X","0,951473","0,001888","0","190","0,4913451075553894"
"As Kh 9d","7c7h","39,7128","0,870754","0,129246","0,787072","0,787293","0,787100563366","B","0,787293","X","0,870754","0,000221000000000027","0","190","0,4913451075553894"
"As Kh 9d","7c7s","39,9984","0,893002","0,106998","0,779923","0,785923","0,780564988","B","0,785923","X","0,893002","0,00600000000000012","0","190","0,4913451075553894"
"As Kh 9d","7c8c","15,286","1","0","0,49117","0,364018","0,49117","X","0,49117","X","1","0","0,127152","190","0,4913451075553894"
"As Kh 9d","7c9c","2,16286","0,010114","0,989886","1,97838","2,01175","2,01141249582","B","2,01175","B","0,989886","0,0333700000000001","0","190","0,4913451075553894"
"As Kh 9d","7cAc","4,96986","0,465634","0,534366","4,57233","4,62609","4,60105751616","B","4,62609","B","0,534366","0,0537599999999996","0","190","0,4913451075553894"
"As Kh 9d","7d7h","40,0099","0,735599","0,264401","0,831155","0,850142","0,836175181787","B","0,850142","X","0,735599","0,0189869999999999","0","190","0,4913451075553894"
"As Kh 9d","7d7s","40,2804","0,744615","0,255385","0,827054","0,853508","0,83380995479","B","0,853508","X","0,744615","0,026454","0","190","0,4913451075553894"
"As Kh 9d","7d8d","15,4554","0,679878","0,320122","0,838257","0,853589","0,843165110504","B","0,853589","X","0,679878","0,0153320000000001","0","190","0,4913451075553894"
"As Kh 9d","7dAd","4,97783","0,334957","0,665043","5,12076","5,17282","5,15538213858","B","5,17282","B","0,665043","0,05206","0","190","0,4913451075553894"
"As Kh 9d","7h7s","40,4332","0,736898","0,263102","0,82906","0,85907","0,83695569102","B","0,85907","X","0,736898","0,0300100000000001","0","190","0,4913451075553894"
"As Kh 9d","7h8h","15,6628","0,685426","0,314574","0,854134","0,862187","0,856667264422","B","0,862187","X","0,685426","0,00805299999999998","0","190","0,4913451075553894"
"As Kh 9d","7h9h","2,19309","0,000562","0,999438","2,47301","2,52091","2,5208830802","B","2,52091","B","0,999438","0,0478999999999998","0","190","0,4913451075553894"
"As Kh 9d","7hAh","4,96717","0,410391","0,589609","5,11503","5,17053","5,1477532995","B","5,17053","B","0,589609","0,0555000000000003","0","190","0,4913451075553894"
"As Kh 9d","7s8s","15,7397","0,743438","0,256562","0,897691","0,913329","0,901703116556","B","0,913329","X","0,743438","0,015638","0","190","0,4913451075553894"
"As Kh 9d","7s9s","2,20982","8,7E-05","0,999913","2,52539","2,60057","2,60056345934","B","2,60057","B","0,999913","0,07518","0","190","0,4913451075553894"
"As Kh 9d","8c8d","41,6182","0,951635","0,048365","0,794162","0,792189","0,794066575855","X","0,794162","X","0,951635","0","0,001973","190","0,4913451075553894"
"As Kh 9d","8c8h","42,0345","0,944204","0,055796","0,794061","0,790963","0,793888143992","X","0,794061","X","0,944204","0","0,00309800000000005","190","0,4913451075553894"
"As Kh 9d","8c8s","42,0182","0,950643","0,049357","0,786462","0,786701","0,786473796323","B","0,786701","X","0,950643","0,000238999999999989","0","190","0,4913451075553894"
"As Kh 9d","8c9c","14,4391","0,393506","0,606494","1,83786","1,8351","1,83618607656","X","1,83786","B","0,606494","0","0,00275999999999987","190","0,4913451075553894"
"As Kh 9d","8cTc","3,84619","1","0","0,642631","0,432897","0,642631","X","0,642631","X","1","0","0,209734","190","0,4913451075553894"
"As Kh 9d","8cAc","12,4654","0,639405","0,360595","4,6412","4,66082","4,6482748739","B","4,66082","X","0,639405","0,0196199999999997","0","190","0,4913451075553894"
"As Kh 9d","8d8h","42,2004","0,797476","0,202525","0,842587","0,853578","0,844813794862","B","0,853578","X","0,797476","0,0109910000000001","0","190","0,4913451075553894"
"As Kh 9d","8d8s","42,1552","0,82512","0,17488","0,830789","0,838019","0,8320533824","B","0,838019","X","0,82512","0,00723000000000007","0","190","0,4913451075553894"
"As Kh 9d","8dTd","3,88047","1","0","0,988667","0,953446","0,988667","X","0,988667","X","1","0","0,0352210000000002","190","0,4913451075553894"
"As Kh 9d","8dAd","12,4499","0,588302","0,411698","5,18798","5,21116","5,19752315964","B","5,21116","X","0,588302","0,02318","0","190","0,4913451075553894"
"As Kh 9d","8h8s","42,5659","0,810969","0,189031","0,833665","0,839966","0,834856084331","B","0,839966","X","0,810969","0,006301","0","190","0,4913451075553894"
"As Kh 9d","8h9h","14,6943","0,086403","0,913597","2,38852","2,38956","2,38947014088","B","2,38956","B","0,913597","0,00104000000000015","0","190","0,4913451075553894"
"As Kh 9d","8hTh","3,93592","0,99999","1E-05","0,99625","0,973941","0,99624977691","X","0,99625","X","0,99999","0","0,0223090000000001","190","0,4913451075553894"
"As Kh 9d","8hAh","12,5276","0,61509","0,38491","5,20457","5,22888","5,2139271621","B","5,22888","X","0,61509","0,0243100000000007","0","190","0,4913451075553894"
"As Kh 9d","8s9s","14,692","0,085684","0,914316","2,44408","2,46414","2,46242117896","B","2,46414","B","0,914316","0,02006","0","190","0,4913451075553894"
