"board","combo","reach_probability","check_frequency","bet_frequency","ev_check_utg","ev_bet_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_check_utg","loss_if_bet_utg","iteration","exploitability"
"As Kh 5d","TdAc","212,386","0,085427","0,914573","4,45144","4,45036","4,45045226116","X","4,45144","B","0,914573","0","0,00107999999999997","121","0,49982503056526184"
"As Kh 5d","TdAd","212,64","0,06266","0,93734","4,7908","4,78968","4,7897501792","X","4,7908","B","0,93734","0","0,00112000000000023","121","0,49982503056526184"
"As Kh 5d","TdAh","212,156","0,108805","0,891195","4,51961","4,52044","4,52034969185","B","4,52044","B","0,891195","0,000829999999999664","0","121","0,49982503056526184"
"As Kh 5d","ThTs","217,178","0,017498","0,982502","2,3254","2,36444","2,36375687808","B","2,36444","B","0,982502","0,03904","0","121","0,49982503056526184"
"As Kh 5d","ThJh","217,112","0,000638","0,999362","3,35926","3,39375","3,39372799538","B","3,39375","B","0,999362","0,0344899999999999","0","121","0,49982503056526184"
"As Kh 5d","ThQc","12,2238","1E-05","0,99999","2,99025","3,04618","3,0461794407","B","3,04618","B","0,99999","0,05593","0","121","0,49982503056526184"
"As Kh 5d","ThQd","12,2482","7E-06","0,999993","3,0051","3,06282","3,06281959596","B","3,06282","B","0,999993","0,0577200000000002","0","121","0,49982503056526184"
"As Kh 5d","ThQh","217,586","0,016818","0,983182","3,36196","3,37553","3,37530177974","B","3,37553","B","0,983182","0,0135700000000001","0","121","0,49982503056526184"
"As Kh 5d","ThQs","12,1772","0","1","3,0255","3,09246","3,09246","B","3,09246","B","1","0,0669599999999999","0","121","0,49982503056526184"
"As Kh 5d","ThKc","67,564","7,2E-05","0,999928","3,10607","3,11519","3,11518934336","B","3,11519","B","0,999928","0,00912000000000024","0","121","0,49982503056526184"
"As Kh 5d","ThKd","67,8259","0,002828","0,997172","3,11938","3,13801","3,13795731436","B","3,13801","B","0,997172","0,0186299999999999","0","121","0,49982503056526184"
"As Kh 5d","ThKs","67,4918","0,04336","0,95664","3,16338","3,16299","3,1630069104","X","3,16338","B","0,95664","0","0,000390000000000335","121","0,49982503056526184"
"As Kh 5d","ThAc","212,858","0,113111","0,886889","4,45874","4,45842","4,45845619552","X","4,45874","B","0,886889","0","0,00032000000000032","121","0,49982503056526184"
"As Kh 5d","ThAd","213,474","0,063929","0,936071","4,48776","4,48814","4,48811570698","B","4,48814","B","0,936071","0,000379999999999825","0","121","0,49982503056526184"
"As Kh 5d","ThAh","212,266","0,07404","0,92596","4,89847","4,8956","4,8958124948","X","4,89847","B","0,92596","0","0,00286999999999971","121","0,49982503056526184"
"As Kh 5d","TsJs","216,456","0,00016","0,99984","3,40769","3,45628","3,4562722256","B","3,45628","B","0,99984","0,0485900000000004","0","121","0,49982503056526184"
"As Kh 5d","TsQc","12,1771","0,000709","0,999291","3,00922","3,04774","3,04771268932","B","3,04774","B","0,999291","0,0385200000000001","0","121","0,49982503056526184"
"As Kh 5d","TsQd","12,2015","0,000272","0,999728","3,02397","3,06477","3,0647589024","B","3,06477","B","0,999728","0,0408000000000004","0","121","0,49982503056526184"
"As Kh 5d","TsQh","12,1287","0,002973","0,997027","3,0232","3,0484","3,0483250804","B","3,0484","B","0,997027","0,0251999999999999","0","121","0,49982503056526184"
"As Kh 5d","TsQs","216,784","0,008653","0,991347","3,43077","3,44731","3,44716687938","B","3,44731","B","0,991347","0,0165400000000004","0","121","0,49982503056526184"
"As Kh 5d","TsKc","67,3021","6E-06","0,999994","3,104","3,11729","3,11728992026","B","3,11729","B","0,999994","0,0132899999999996","0","121","0,49982503056526184"
"As Kh 5d","TsKd","67,564","9,5E-05","0,999905","3,11796","3,1418","3,1417977352","B","3,1418","B","0,999905","0,0238399999999999","0","121","0,49982503056526184"
"As Kh 5d","TsKs","214,58","0,08316","0,91684","3,65747","3,66159","3,6612473808","B","3,66159","B","0,91684","0,00412000000000035","0","121","0,49982503056526184"
"As Kh 5d","TsAc","212,024","0,078038","0,921962","4,44896","4,44775","4,44784442598","X","4,44896","B","0,921962","0","0,00121000000000038","121","0,49982503056526184"
"As Kh 5d","TsAd","212,64","0,091141","0,908859","4,47701","4,47707","4,47706453154","B","4,47707","B","0,908859","5,99999999995049E-05","0","121","0,49982503056526184"
"As Kh 5d","TsAh","211,794","0,076809","0,923191","4,51919","4,5178","4,51790676451","X","4,51919","B","0,923191","0","0,00139000000000067","121","0,49982503056526184"
"As Kh 5d","JcJd","217,384","0,365291","0,634709","2,35447","2,40362","2,38566594735","B","2,40362","B","0,634709","0,04915","0","121","0,49982503056526184"
"As Kh 5d","JcJh","216,772","0,385575","0,614425","2,35638","2,4034","2,3852702635","B","2,4034","B","0,614425","0,0470199999999998","0","121","0,49982503056526184"
"As Kh 5d","JcJs","216,95","0,340367","0,659633","2,35744","2,40904","2,3914770628","B","2,40904","B","0,659633","0,0516000000000001","0","121","0,49982503056526184"
"As Kh 5d","JcQc","217,854","0,045487","0,954513","2,91077","2,91721","2,91691706372","B","2,91721","B","0,954513","0,00643999999999956","0","121","0,49982503056526184"
"As Kh 5d","JcQd","121,623","0,011138","0,988862","2,9263","2,93473","2,93463610666","B","2,93473","B","0,988862","0,00842999999999972","0","121","0,49982503056526184"
"As Kh 5d","JcQh","120,9","0,050333","0,949667","2,92235","2,92645","2,9262436347","B","2,92645","B","0,949667","0,00409999999999977","0","121","0,49982503056526184"
"As Kh 5d","JcQs","120,918","0,038212","0,961788","2,95219","2,95921","2,95894175176","B","2,95921","B","0,961788","0,0070199999999998","0","121","0,49982503056526184"
"As Kh 5d","JcKc","215,032","0,01239","0,98761","3,17537","3,17503","3,1750342126","X","3,17537","B","0,98761","0","0,000340000000000007","121","0,49982503056526184"
"As Kh 5d","JcKd","216,478","0","1","3,17828","3,19788","3,19788","B","3,19788","B","1","0,0196000000000001","0","121","0,49982503056526184"
"As Kh 5d","JcKs","215,414","0,017639","0,982361","3,22054","3,2242","3,22413544126","B","3,2242","B","0,982361","0,00366","0","121","0,49982503056526184"
"As Kh 5d","JcAc","212,264","0,049188","0,950812","4,89896","4,90024","4,90017703936","B","4,90024","B","0,950812","0,0012799999999995","0","121","0,49982503056526184"
"As Kh 5d","JcAd","213,314","0,067653","0,932347","4,91515","4,91339","4,91350906928","X","4,91515","B","0,932347","0","0,00175999999999998","121","0,49982503056526184"
"As Kh 5d","JcAh","212,468","0,021393","0,978607","4,96812","4,96773","4,96773834327","X","4,96812","B","0,978607","0","0,000389999999999446","121","0,49982503056526184"
"As Kh 5d","JdJh","216,772","0,398829","0,601171","2,37603","2,42954","2,40819866021","B","2,42954","B","0,601171","0,0535100000000002","0","121","0,49982503056526184"
"As Kh 5d","JdJs","216,95","0,344971","0,655029","2,37766","2,43399","2,41455778357","B","2,43399","B","0,655029","0,0563300000000004","0","121","0,49982503056526184"
"As Kh 5d","JdQc","121,38","0,009859","0,990141","2,92103","2,93115","2,93105022692","B","2,93115","B","0,990141","0,0101199999999997","0","121","0,49982503056526184"
"As Kh 5d","JdQd","218,29","0,087994","0,912006","3,1732","3,1792","3,178672036","B","3,1792","B","0,912006","0,00600000000000023","0","121","0,49982503056526184"
"As Kh 5d","JdQh","120,9","0,013633","0,986367","2,9276","2,9352","2,9350963892","B","2,9352","B","0,986367","0,00760000000000005","0","121","0,49982503056526184"
"As Kh 5d","JdQs","120,918","0,016066","0,983934","2,95821","2,96715","2,96700636996","B","2,96715","B","0,983934","0,00893999999999995","0","121","0,49982503056526184"
"As Kh 5d","JdKc","215,644","0","1","3,17973","3,19104","3,19104","B","3,19104","B","1","0,0113099999999999","0","121","0,49982503056526184"
"As Kh 5d","JdKd","215,866","0,207789","0,792211","3,45279","3,46105","3,45933366286","B","3,46105","B","0,792211","0,00825999999999993","0","121","0,49982503056526184"
"As Kh 5d","JdKs","215,414","2,7E-05","0,999973","3,22798","3,24092","3,24091965062","B","3,24092","B","0,999973","0,01294","0","121","0,49982503056526184"
"As Kh 5d","JdAc","212,698","0,053303","0,946697","4,91426","4,91224","4,91234767206","X","4,91426","B","0,946697","0","0,0020200000000008","121","0,49982503056526184"
"As Kh 5d","JdAd","212,88","0,040007","0,959993","5,24842","5,24632","5,2464040147","X","5,24842","B","0,959993","0","0,00210000000000043","121","0,49982503056526184"
"As Kh 5d","JdAh","212,468","0,028735","0,971265","4,98709","4,98815","4,9881195409","B","4,98815","B","0,971265","0,00105999999999984","0","121","0,49982503056526184"
"As Kh 5d","JhJs","216,338","0,371109","0,628891","2,37912","2,43331","2,41319960329","B","2,43331","B","0,628891","0,0541900000000002","0","121","0,49982503056526184"
"As Kh 5d","JhQc","121,04","0,030998","0,969002","2,92858","2,93367","2,93351222018","B","2,93367","B","0,969002","0,00509000000000048","0","121","0,49982503056526184"
"As Kh 5d","JhQd","121,283","0,012535","0,987464","2,93858","2,94609","2,94599291606","B","2,94609","B","0,987464","0,00750999999999991","0","121","0,49982503056526184"
"As Kh 5d","JhQh","216,378","0,051091","0,948909","3,28813","3,29104","3,29089132519","B","3,29104","B","0,948909","0,00290999999999997","0","121","0,49982503056526184"
"As Kh 5d","JhQs","120,577","0,045199","0,954801","2,96196","2,96937","2,96903507541","B","2,96937","B","0,954801","0,00741000000000014","0","121","0,49982503056526184"
"As Kh 5d","JhKc","215,032","0,011252","0,988748","3,18651","3,18498","3,18499721556","X","3,18651","B","0,988748","0","0,00153000000000025","121","0,49982503056526184"
"As Kh 5d","JhKd","215,866","0,000414","0,999586","3,19067","3,20887","3,2088624652","B","3,20887","B","0,999586","0,0182000000000002","0","121","0,49982503056526184"
"As Kh 5d","JhKs","214,802","0,040544","0,959456","3,23083","3,23596","3,23575200928","B","3,23596","B","0,959456","0,00512999999999986","0","121","0,49982503056526184"
"As Kh 5d","JhAc","212,086","0,018794","0,981206","4,90768","4,90811","4,90810191858","B","4,90811","B","0,981206","0,000429999999999708","0","121","0,49982503056526184"
"As Kh 5d","JhAd","212,702","0,0306","0,9694","4,92901","4,92701","4,9270712","X","4,92901","B","0,9694","0","0,00199999999999978","121","0,49982503056526184"
"As Kh 5d","JhAh","211,422","0,108259","0,891741","5,34301","5,34103","5,34124435282","X","5,34301","B","0,891741","0","0,00198000000000054","121","0,49982503056526184"
"As Kh 5d","JsQc","121,139","0,032612","0,967388","2,93419","2,94011","2,93991693696","B","2,94011","B","0,967388","0,0059199999999997","0","121","0,49982503056526184"
"As Kh 5d","JsQd","121,381","0,014562","0,985438","2,94475","2,952","2,9518944255","B","2,952","B","0,985438","0,00724999999999998","0","121","0,49982503056526184"
"As Kh 5d","JsQh","120,659","0,081946","0,918054","2,93822","2,94499","2,94443522558","B","2,94499","B","0,918054","0,0067699999999995","0","121","0,49982503056526184"
"As Kh 5d","JsQs","216,588","0,033583","0,966417","3,34825","3,34927","3,34923574534","B","3,34927","B","0,966417","0,00101999999999958","0","121","0,49982503056526184"
"As Kh 5d","JsKc","215,21","8,9E-05","0,999911","3,19217","3,19786","3,19785949359","B","3,19786","B","0,999911","0,00568999999999997","0","121","0,49982503056526184"
"As Kh 5d","JsKd","216,044","3,3E-05","0,999967","3,19532","3,22275","3,22274909481","B","3,22275","B","0,999967","0,0274300000000003","0","121","0,49982503056526184"
"As Kh 5d","JsKs","214,368","0,116033","0,883967","3,74613","3,75449","3,75351996412","B","3,75449","B","0,883967","0,0083599999999997","0","121","0,49982503056526184"
"As Kh 5d","JsAc","212,264","0,068974","0,931026","4,91772","4,91785","4,91784103338","B","4,91785","B","0,931026","0,000129999999999519","0","121","0,49982503056526184"
"As Kh 5d","JsAd","212,88","0,040302","0,959698","4,94067","4,93874","4,93881778286","X","4,94067","B","0,959698","0","0,00192999999999977","121","0,49982503056526184"
"As Kh 5d","JsAh","212,034","0,044896","0,955104","4,99149","4,99148","4,99148044896","X","4,99149","B","0,955104","0","1,00000000005096E-05","121","0,49982503056526184"
"As Kh 5d","QcQd","219,106","0,465726","0,534274","2,38962","2,44326","2,41827845736","B","2,44326","B","0,534274","0,0536400000000001","0","121","0,49982503056526184"
"As Kh 5d","QcQh","217,806","0,478416","0,521584","2,39332","2,44463","2,42008247504","B","2,44463","B","0,521584","0,05131","0","121","0,49982503056526184"
"As Kh 5d","QcQs","217,838","0,394582","0,605418","2,39676","2,46411","2,4375349023","B","2,46411","B","0,605418","0,0673500000000002","0","121","0,49982503056526184"
"As Kh 5d","QcKc","215,796","0,028814","0,971186","3,35356","3,35385","3,35384164394","B","3,35385","B","0,971186","0,000289999999999679","0","121","0,49982503056526184"
"As Kh 5d","QcKd","217,494","0","1","3,35742","3,37754","3,37754","B","3,37754","B","1","0,0201199999999999","0","121","0,49982503056526184"
"As Kh 5d","QcKs","216,43","0,017768","0,982232","3,39998","3,40381","3,40374194856","B","3,40381","B","0,982232","0,00382999999999978","0","121","0,49982503056526184"
"As Kh 5d","QcAc","212,776","0,052047","0,947953","5,47375","5,47311","5,47314331008","X","5,47375","B","0,947953","0","0,000639999999999752","121","0,49982503056526184"
"As Kh 5d","QcAd","214,224","0,063725","0,936275","5,48946","5,48807","5,48815857775","X","5,48946","B","0,936275","0","0,00138999999999978","121","0,49982503056526184"
"As Kh 5d","QcAh","213,378","0,044597","0,955403","5,53124","5,53237","5,53231960539","B","5,53237","B","0,955403","0,00113000000000074","0","121","0,49982503056526184"
"As Kh 5d","QdQh","218,242","0,488651","0,511349","2,41945","2,47774","2,44925653321","B","2,47774","B","0,511349","0,0582899999999995","0","121","0,49982503056526184"
"As Kh 5d","QdQs","218,274","0,413027","0,586973","2,4227","2,49806","2,46693428528","B","2,49806","B","0,586973","0,0753599999999999","0","121","0,49982503056526184"
"As Kh 5d","QdKc","217,096","0","1","3,36305","3,37438","3,37438","B","3,37438","B","1","0,0113300000000001","0","121","0,49982503056526184"
"As Kh 5d","QdKd","217,066","0,114134","0,885866","3,62543","3,64354","3,64147303326","B","3,64354","B","0,885866","0,0181100000000001","0","121","0,49982503056526184"
"As Kh 5d","QdKs","216,866","1E-06","0,999999","3,41257","3,42643","3,42642998614","B","3,42643","B","0,999999","0,0138599999999998","0","121","0,49982503056526184"
"As Kh 5d","QdAc","214,044","0,070601","0,929399","5,4739","5,479","5,4786399349","B","5,479","B","0,929399","0,00510000000000055","0","121","0,49982503056526184"
"As Kh 5d","QdAd","213,828","0,027661","0,972339","5,80067","5,80252","5,80246882715","B","5,80252","B","0,972339","0,00184999999999924","0","121","0,49982503056526184"
"As Kh 5d","QdAh","213,814","0,067244","0,932756","5,54277","5,54771","5,54737781464","B","5,54771","B","0,932756","0,00494000000000039","0","121","0,49982503056526184"
"As Kh 5d","QhQs","216,974","0,428777","0,571223","2,42655","2,49841","2,46759808478","B","2,49841","B","0,571223","0,0718600000000005","0","121","0,49982503056526184"
"As Kh 5d","QhKc","215,796","0,008243","0,991757","3,37517","3,37474","3,37474354449","X","3,37517","B","0,991757","0","0,000429999999999708","121","0,49982503056526184"
"As Kh 5d","QhKd","216,63","0","1","3,37952","3,4025","3,4025","B","3,4025","B","1","0,0229799999999996","0","121","0,49982503056526184"
"As Kh 5d","QhKs","215,566","0,000452","0,999548","3,42258","3,427","3,42699800216","B","3,427","B","0,999548","0,00442000000000053","0","121","0,49982503056526184"
"As Kh 5d","QhAc","212,744","0,067344","0,932656","5,46203","5,46918","5,4686984904","B","5,46918","B","0,932656","0,00714999999999932","0","121","0,49982503056526184"
"As Kh 5d","QhAd","213,36","0,104677","0,895323","5,48795","5,49478","5,49406505609","B","5,49478","B","0,895323","0,00683000000000078","0","121","0,49982503056526184"
"As Kh 5d","QhAh","211,682","0,082799","0,917201","5,87683","5,87424","5,87445444941","X","5,87683","B","0,917201","0","0,00258999999999965","121","0,49982503056526184"
"As Kh 5d","QsKc","215,828","0,000455","0,999545","3,39225","3,39626","3,39625817545","B","3,39626","B","0,999545","0,00401000000000051","0","121","0,49982503056526184"
"As Kh 5d","QsKd","216,662","0","1","3,39361","3,4224","3,4224","B","3,4224","B","1","0,0287899999999994","0","121","0,49982503056526184"
"As Kh 5d","QsKs","214,734","0,083638","0,916362","3,92541","3,9338","3,93309827718","B","3,9338","B","0,916362","0,0083899999999999","0","121","0,49982503056526184"
"As Kh 5d","QsAc","212,776","0,067132","0,932868","5,4816","5,48411","5,48394149868","B","5,48411","B","0,932868","0,00250999999999912","0","121","0,49982503056526184"
"As Kh 5d","QsAd","213,392","0,07013","0,92987","5,50872","5,51117","5,5109981815","B","5,51117","B","0,92987","0,00244999999999962","0","121","0,49982503056526184"
"As Kh 5d","QsAh","212,546","0,071315","0,928685","5,54964","5,55312","5,5528718238","B","5,55312","B","0,928685","0,00347999999999971","0","121","0,49982503056526184"
"As Kh 5d","KcKd","213,624","0,001608","0,998392","12,9267","13,0216","13,0214474008","B","13,0216","B","0,998392","0,0949000000000009","0","121","0,49982503056526184"
"As Kh 5d","KcKs","212,56","0,005952","0,994048","12,7628","12,7976","12,7973928704","B","12,7976","B","0,994048","0,0347999999999988","0","121","0,49982503056526184"
"As Kh 5d","KcAc","209,704","0,009577","0,990423","9,09434","9,14482","9,14433655304","B","9,14482","B","0,990423","0,0504800000000003","0","121","0,49982503056526184"
"As Kh 5d","KcAd","210,55","0,006541","0,993459","9,20182","9,27523","9,27474982519","B","9,27523","B","0,993459","0,0734100000000009","0","121","0,49982503056526184"
"As Kh 5d","KcAh","209,704","0,011946","0,988054","9,08526","9,1218","9,12136349316","B","9,1218","B","0,988054","0,0365400000000005","0","121","0,49982503056526184"
"As Kh 5d","KdKs","213,394","0,005348","0,994652","12,8358","12,8748","12,874591428","B","12,8748","B","0,994652","0,0389999999999979","0","121","0,49982503056526184"
"As Kh 5d","KdAc","210,768","0,008792","0,991208","9,12666","9,178","9,17754861872","B","9,178","B","0,991208","0,0513400000000015","0","121","0,49982503056526184"
"As Kh 5d","KdAd","211,154","0,008954","0,991046","9,48311","9,53639","9,53591293088","B","9,53639","B","0,991046","0,0532800000000009","0","121","0,49982503056526184"
"As Kh 5d","KdAh","210,538","0,009812","0,990188","9,12095","9,15985","9,1594683132","B","9,15985","B","0,990188","0,0388999999999999","0","121","0,49982503056526184"
"As Kh 5d","KsAc","209,704","0,013278","0,986722","9,05237","9,08452","9,0840931123","B","9,08452","B","0,986722","0,0321500000000015","0","121","0,49982503056526184"
"As Kh 5d","KsAd","210,32","0,00712","0,99288","9,16825","9,21789","9,2175365632","B","9,21789","B","0,99288","0,0496400000000001","0","121","0,49982503056526184"
"As Kh 5d","KsAh","209,474","0,018996","0,981004","9,04343","9,06546","9,06504151812","B","9,06546","B","0,981004","0,0220300000000009","0","121","0,49982503056526184"
"As Kh 5d","AcAd","207,234","0,023381","0,976619","11,6372","11,646","11,6457942472","B","11,646","B","0,976619","0,00879999999999903","0","121","0,49982503056526184"
"As Kh 5d","AcAh","206,388","0,033458","0,966542","11,3809","11,3855","11,3853460932","B","11,3855","B","0,966542","0,00459999999999994","0","121","0,49982503056526184"
"As Kh 5d","AdAh","207,004","0,031126","0,968874","11,4937","11,4987","11,49854437","B","11,4987","B","0,968874","0,00499999999999901","0","121","0,49982503056526184"
"As Kh 4d","2c2d","12,9543","0,268397","0,731603","2,58902","2,59075","2,59028567319","B","2,59075","B","0,731603","0,00172999999999979","0","120","0,4797059893608093"
"As Kh 4d","2c2h","12,954","0,01561","0,98439","2,58669","2,60368","2,6034147861","B","2,60368","B","0,98439","0,0169899999999998","0","120","0,4797059893608093"
"As Kh 4d","2c2s","12,9765","0,308091","0,691909","2,56721","2,56667","2,56683636914","X","2,56721","B","0,691909","0","0,000540000000000429","120","0,4797059893608093"
"As Kh 4d","2cAc","170,902","0,001812","0,998188","4,28563","4,29235","4,29233782336","B","4,29235","B","0,998188","0,0067200000000005","0","120","0,4797059893608093"
"As Kh 4d","2d2h","12,9834","0,359517","0,640483","2,61941","2,61708","2,61791767461","X","2,61941","B","0,640483","0","0,00232999999999972","120","0,4797059893608093"
"As Kh 4d","2d2s","13,0059","0,528856","0,471144","2,60098","2,58651","2,59416254632","X","2,60098","X","0,528856","0","0,0144699999999998","120","0,4797059893608093"
"As Kh 4d","2dAd","171,814","0,110214","0,889786","4,63666","4,63697","4,63693583366","B","4,63697","B","0,889786","0,00030999999999981","0","120","0,4797059893608093"
"As Kh 4d","2h2s","13,0057","0,397812","0,602188","2,59545","2,59292","2,59392646436","X","2,59545","B","0,602188","0","0,0025299999999997","120","0,4797059893608093"
"As Kh 4d","2hAh","171,127","0,099641","0,900359","4,73869","4,73918","4,73913117591","B","4,73918","B","0,900359","0,000490000000000101","0","120","0,4797059893608093"
"As Kh 4d","3c3d","15,5914","0,387858","0,612142","2,57509","2,57922","2,57761814646","B","2,57922","B","0,612142","0,00412999999999997","0","120","0,4797059893608093"
"As Kh 4d","3c3h","15,5702","0,084837","0,915163","2,5755","2,59077","2,58947453901","B","2,59077","B","0,915163","0,0152700000000001","0","120","0,4797059893608093"
"As Kh 4d","3c3s","15,5818","0,339866","0,660134","2,56351","2,56878","2,56698890618","B","2,56878","B","0,660134","0,00526999999999989","0","120","0,4797059893608093"
"As Kh 4d","3cAc","218,31","0,040104","0,959896","4,2881","4,2915","4,2913636464","B","4,2915","B","0,959896","0,00340000000000007","0","120","0,4797059893608093"
"As Kh 4d","3d3h","15,6333","0,436015","0,563985","2,60499","2,60756","2,60643944145","B","2,60756","B","0,563985","0,00257000000000041","0","120","0,4797059893608093"
"As Kh 4d","3d3s","15,6449","0,551728","0,448272","2,59198","2,58712","2,58980139808","X","2,59198","X","0,551728","0","0,00485999999999986","120","0,4797059893608093"
"As Kh 4d","3dAd","219,886","0,095575","0,904425","4,63002","4,63273","4,63247099175","B","4,63273","B","0,904425","0,00271000000000043","0","120","0,4797059893608093"
"As Kh 4d","3h3s","15,6237","0,359373","0,640627","2,59178","2,59672","2,59494469738","B","2,59672","B","0,640627","0,00493999999999994","0","120","0,4797059893608093"
"As Kh 4d","3hAh","218,696","0,101738","0,898262","4,72193","4,72309","4,72297198392","B","4,72309","B","0,898262","0,00116000000000049","0","120","0,4797059893608093"
"As Kh 4d","4c4h","28,8149","0","1","10,8825","11,5781","11,5781","B","11,5781","B","1","0,695600000000001","0","120","0,4797059893608093"
"As Kh 4d","4c4s","28,7928","0","1","10,9072","11,5256","11,5256","B","11,5256","B","1","0,618400000000001","0","120","0,4797059893608093"
"As Kh 4d","4c5c","56,8205","0","1","3,21798","3,36573","3,36573","B","3,36573","B","1","0,14775","0","120","0,4797059893608093"
"As Kh 4d","4cAc","217,928","0","1","7,64121","7,73243","7,73243","B","7,73243","B","1","0,0912199999999999","0","120","0,4797059893608093"
"As Kh 4d","4h4s","28,8966","0","1","10,9035","11,6549","11,6549","B","11,6549","B","1","0,751400000000002","0","120","0,4797059893608093"
"As Kh 4d","4h5h","57,2383","0","1","3,56672","3,69695","3,69695","B","3,69695","B","1","0,13023","0","120","0,4797059893608093"
"As Kh 4d","4hAh","218,522","0","1","7,9645","8,07005","8,07005","B","8,07005","B","1","0,105550000000001","0","120","0,4797059893608093"
"As Kh 4d","4s5s","57,139","0","1","3,57916","3,73254","3,73254","B","3,73254","B","1","0,15338","0","120","0,4797059893608093"
"As Kh 4d","5c5d","51,6051","0,003057","0,996943","2,58478","2,58812","2,58810978962","B","2,58812","B","0,996943","0,00334000000000012","0","120","0,4797059893608093"
"As Kh 4d","5c5h","51,6414","0,081516","0,918484","2,572","2,57426","2,57407577384","B","2,57426","B","0,918484","0,00225999999999971","0","120","0,4797059893608093"
"As Kh 4d","5c5s","51,5913","0,050842","0,949158","2,55966","2,56493","2,56466206266","B","2,56493","B","0,949158","0,00526999999999989","0","120","0,4797059893608093"
"As Kh 4d","5c6c","57,5128","0,175847","0,824153","2,16032","2,16096","2,16084745792","B","2,16096","B","0,824153","0,000640000000000196","0","120","0,4797059893608093"
"As Kh 4d","5cKc","104,307","0,74161","0,25839","3,21635","3,20589","3,2136472406","X","3,21635","X","0,74161","0","0,0104599999999997","120","0,4797059893608093"
"As Kh 4d","5cAc","215,828","0,062837","0,937163","4,29689","4,29856","4,29845506221","B","4,29856","B","0,937163","0,00167000000000073","0","120","0,4797059893608093"
"As Kh 4d","5d5h","51,7969","0,118363","0,881637","2,63611","2,63091","2,6315254876","X","2,63611","B","0,881637","0","0,00519999999999987","120","0,4797059893608093"
"As Kh 4d","5d5s","51,7468","0,111026","0,888974","2,62034","2,62239","2,6221623967","B","2,62239","B","0,888974","0,00205000000000055","0","120","0,4797059893608093"
"As Kh 4d","5d6d","57,8926","0,328735","0,671265","2,39808","2,39934","2,3989257939","B","2,39934","B","0,671265","0,00126000000000026","0","120","0,4797059893608093"
"As Kh 4d","5dKd","105,021","0,545544","0,454456","3,54461","3,57901","3,5602432864","B","3,57901","X","0,545544","0,0344000000000002","0","120","0,4797059893608093"
"As Kh 4d","5dAd","217,152","0,056576","0,943424","4,67448","4,67664","4,67651779584","B","4,67664","B","0,943424","0,00215999999999994","0","120","0,4797059893608093"
"As Kh 4d","5h5s","51,7831","0,129292","0,870708","2,60809","2,6087","2,60862113188","B","2,6087","B","0,870708","0,000609999999999999","0","120","0,4797059893608093"
"As Kh 4d","5h6h","57,9432","0,375708","0,624292","2,42961","2,43092","2,43042782252","B","2,43092","B","0,624292","0,00131000000000014","0","120","0,4797059893608093"
"As Kh 4d","5hAh","216,432","0,100612","0,899388","4,74628","4,75034","4,74993151528","B","4,75034","B","0,899388","0,00405999999999906","0","120","0,4797059893608093"
"As Kh 4d","5s6s","57,8684","0,151311","0,848689","2,44539","2,44698","2,44673941551","B","2,44698","B","0,848689","0,00158999999999976","0","120","0,4797059893608093"
"As Kh 4d","5sKs","104,491","0,261322","0,738678","3,80235","3,82216","3,81698321118","B","3,82216","B","0,738678","0,0198100000000005","0","120","0,4797059893608093"
"As Kh 4d","6c6d","144,375","0,173317","0,826683","2,27649","2,27919","2,2787220441","B","2,27919","B","0,826683","0,00269999999999992","0","120","0,4797059893608093"
"As Kh 4d","6c6h","144,399","0,129661","0,870339","2,27645","2,27776","2,27759014409","B","2,27776","B","0,870339","0,0013099999999997","0","120","0,4797059893608093"
"As Kh 4d","6c6s","144,353","0,070608","0,929392","2,2632","2,26545","2,265291132","B","2,26545","B","0,929392","0,00224999999999964","0","120","0,4797059893608093"
"As Kh 4d","6c7c","59,9659","0,196481","0,803519","1,97747","1,98048","1,97988859219","B","1,98048","B","0,803519","0,00301000000000018","0","120","0,4797059893608093"
"As Kh 4d","6c8c","0,44384","1","0","1,86488","1,83499","1,86488","X","1,86488","X","1","0","0,02989","120","0,4797059893608093"
"As Kh 4d","6cKc","89,6481","0,639567","0,360433","3,06676","3,04778","3,05991898166","X","3,06676","X","0,639567","0","0,01898","120","0,4797059893608093"
"As Kh 4d","6cAc","215,496","0,167874","0,832126","4,15287","4,15502","4,1546590709","B","4,15502","B","0,832126","0,00214999999999943","0","120","0,4797059893608093"
"As Kh 4d","6d6h","144,913","0,121257","0,878743","2,32419","2,32781","2,32737104966","B","2,32781","B","0,878743","0,00361999999999973","0","120","0,4797059893608093"
"As Kh 4d","6d6s","144,867","0,166729","0,833271","2,30885","2,31182","2,31132481487","B","2,31182","B","0,833271","0,00296999999999992","0","120","0,4797059893608093"
"As Kh 4d","6d7d","60,3418","0,242832","0,757168","2,21693","2,22039","2,21954980128","B","2,22039","B","0,757168","0,00346000000000002","0","120","0,4797059893608093"
"As Kh 4d","6d8d","0,445432","0,999979","2,1E-05","2,10653","2,0771","2,10652938197","X","2,10653","X","0,999979","0","0,0294300000000001","120","0,4797059893608093"
"As Kh 4d","6dKd","90,3123","0,589092","0,410908","3,3992","3,4316","3,4125134192","B","3,4316","X","0,589092","0,0324000000000009","0","120","0,4797059893608093"
